date,nav
30-01-2020,11.72880
29-01-2020,11.72740
28-01-2020,11.72460
27-01-2020,11.72230
24-01-2020,11.71180
23-01-2020,11.70390
22-01-2020,11.70070
21-01-2020,11.69610
20-01-2020,11.69370
17-01-2020,11.68750
16-01-2020,11.68540
15-01-2020,11.68380
14-01-2020,11.68240
13-01-2020,11.68350
10-01-2020,11.67780
09-01-2020,11.67710
08-01-2020,11.67380
07-01-2020,11.66760
06-01-2020,11.66670
03-01-2020,11.66290
02-01-2020,11.65650
01-01-2020,11.65420
31-12-2019,11.64610
30-12-2019,11.64460
27-12-2019,11.63980
26-12-2019,11.63770
24-12-2019,11.63490
23-12-2019,11.63510
20-12-2019,11.63390
19-12-2019,11.62870
18-12-2019,11.62460
17-12-2019,11.61590
16-12-2019,11.61220
13-12-2019,11.60440
12-12-2019,11.60260
11-12-2019,11.59920
10-12-2019,11.60020
09-12-2019,11.59690
06-12-2019,11.59790
05-12-2019,11.60290
04-12-2019,11.61610
03-12-2019,11.61270
02-12-2019,11.60850
29-11-2019,11.60200
28-11-2019,11.59970
27-11-2019,11.59580
26-11-2019,11.59120
25-11-2019,11.58880
22-11-2019,11.58240
21-11-2019,11.58010
20-11-2019,11.57550
19-11-2019,11.57130
18-11-2019,11.56970
15-11-2019,11.56280
14-11-2019,11.55820
13-11-2019,11.55420
11-11-2019,11.54870
08-11-2019,11.54490
07-11-2019,11.54380
06-11-2019,11.54340
05-11-2019,11.54360
04-11-2019,11.54410
01-11-2019,11.53720
31-10-2019,11.53270
30-10-2019,11.52110
29-10-2019,11.51510
25-10-2019,11.50660
24-10-2019,11.50660
23-10-2019,11.50330
22-10-2019,11.49900
18-10-2019,11.48960
17-10-2019,11.48730
16-10-2019,11.48560
15-10-2019,11.47990
14-10-2019,11.47580
11-10-2019,11.46910
10-10-2019,11.46320
09-10-2019,11.45990
07-10-2019,11.45170
04-10-2019,11.44320
03-10-2019,11.44090
01-10-2019,11.42460
30-09-2019,11.41620
27-09-2019,11.40730
26-09-2019,11.40570
25-09-2019,11.40430
24-09-2019,11.39970
23-09-2019,11.40250
20-09-2019,11.39780
19-09-2019,11.41180
18-09-2019,11.40870
17-09-2019,11.40110
16-09-2019,11.40130
13-09-2019,11.40000
12-09-2019,11.39730
11-09-2019,11.39380
09-09-2019,11.39330
06-09-2019,11.38170
05-09-2019,11.37810
04-09-2019,11.37750
03-09-2019,11.37200
30-08-2019,11.35880
29-08-2019,11.35800
28-08-2019,11.35540
27-08-2019,11.35070
26-08-2019,11.34660
23-08-2019,11.33680
22-08-2019,11.33330
21-08-2019,11.32780
20-08-2019,11.32090
19-08-2019,11.31580
16-08-2019,11.31120
14-08-2019,11.30070
13-08-2019,11.30640
09-08-2019,11.30030
08-08-2019,11.30370
07-08-2019,11.28730
06-08-2019,11.27840
05-08-2019,11.27280
02-08-2019,11.27160
01-08-2019,11.25630
31-07-2019,11.25270
30-07-2019,11.24180
29-07-2019,11.23810
26-07-2019,11.22300
25-07-2019,11.22290
24-07-2019,11.22730
23-07-2019,11.22500
22-07-2019,11.22390
19-07-2019,11.22250
18-07-2019,11.21920
17-07-2019,11.21800
16-07-2019,11.21860
15-07-2019,11.20640
12-07-2019,11.19140
11-07-2019,11.19010
10-07-2019,11.18500
09-07-2019,11.17930
08-07-2019,11.17550
05-07-2019,11.16030
04-07-2019,11.14650
03-07-2019,11.14020
02-07-2019,11.13240
01-07-2019,11.12840
28-06-2019,11.12260
27-06-2019,11.12010
26-06-2019,11.12100
25-06-2019,11.12510
24-06-2019,11.12670
21-06-2019,11.11700
20-06-2019,11.11710
19-06-2019,11.11270
18-06-2019,11.11140
17-06-2019,11.09960
14-06-2019,11.09340
13-06-2019,11.08520
12-06-2019,11.08110
11-06-2019,11.07720
10-06-2019,11.07790
07-06-2019,11.07880
06-06-2019,11.08890
04-06-2019,11.07220
03-06-2019,11.07320
31-05-2019,11.06260
30-05-2019,11.05290
29-05-2019,11.05370
28-05-2019,11.05040
27-05-2019,11.04700
24-05-2019,11.02310
23-05-2019,11.01460
22-05-2019,11.00420
21-05-2019,10.99980
20-05-2019,10.99690
17-05-2019,10.98040
16-05-2019,10.96740
15-05-2019,10.96660
14-05-2019,10.96310
13-05-2019,10.95360
10-05-2019,10.94500
09-05-2019,10.94450
08-05-2019,10.93980
07-05-2019,10.93740
06-05-2019,10.93410
03-05-2019,10.92800
02-05-2019,10.93320
30-04-2019,10.93000
26-04-2019,10.91950
25-04-2019,10.91810
24-04-2019,10.92250
23-04-2019,10.92090
22-04-2019,10.92630
18-04-2019,10.92750
16-04-2019,10.92610
15-04-2019,10.92520
12-04-2019,10.92030
11-04-2019,10.91950
10-04-2019,10.92000
09-04-2019,10.91690
08-04-2019,10.91560
05-04-2019,10.91810
04-04-2019,10.92320
03-04-2019,10.93210
02-04-2019,10.93260
29-03-2019,10.90080
28-03-2019,10.88580
27-03-2019,10.87920
26-03-2019,10.87280
25-03-2019,10.86940
22-03-2019,10.86160
20-03-2019,10.85560
19-03-2019,10.85540
18-03-2019,10.85430
15-03-2019,10.84190
14-03-2019,10.84030
13-03-2019,10.81920
12-03-2019,10.81990
11-03-2019,10.81380
08-03-2019,10.80250
07-03-2019,10.79720
06-03-2019,10.79270
05-03-2019,10.78720
01-03-2019,10.77280
28-02-2019,10.76840
27-02-2019,10.76170
26-02-2019,10.76700
25-02-2019,10.76970
22-02-2019,10.76070
21-02-2019,10.75950
20-02-2019,10.75790
18-02-2019,10.74970
15-02-2019,10.75380
14-02-2019,10.75430
13-02-2019,10.74910
12-02-2019,10.72300
11-02-2019,10.72200
08-02-2019,10.71010
07-02-2019,10.70100
06-02-2019,10.67500
05-02-2019,10.67190
04-02-2019,10.67220
01-02-2019,10.66900
31-01-2019,10.68140
30-01-2019,10.67820
29-01-2019,10.67720
28-01-2019,10.67670
25-01-2019,10.67030
24-01-2019,10.66890
23-01-2019,10.66340
22-01-2019,10.65880
21-01-2019,10.65130
18-01-2019,10.64580
17-01-2019,10.64620
16-01-2019,10.64430
15-01-2019,10.64800
14-01-2019,10.64670
11-01-2019,10.63500
10-01-2019,10.62720
09-01-2019,10.62520
08-01-2019,10.62040
07-01-2019,10.61110
04-01-2019,10.60440
03-01-2019,10.60130
02-01-2019,10.60150
01-01-2019,10.59710
31-12-2018,10.59810
28-12-2018,10.59190
27-12-2018,10.59140
26-12-2018,10.58590
24-12-2018,10.57610
21-12-2018,10.57460
20-12-2018,10.57260
19-12-2018,10.56890
18-12-2018,10.54630
17-12-2018,10.54230
14-12-2018,10.53350
13-12-2018,10.53000
12-12-2018,10.53310
11-12-2018,10.51530
10-12-2018,10.51370
07-12-2018,10.52180
06-12-2018,10.52350
05-12-2018,10.51790
04-12-2018,10.50320
03-12-2018,10.50170
30-11-2018,10.49630
29-11-2018,10.48960
28-11-2018,10.47460
27-11-2018,10.46480
26-11-2018,10.46520
22-11-2018,10.45440
20-11-2018,10.43960
19-11-2018,10.43480
16-11-2018,10.42700
15-11-2018,10.42590
14-11-2018,10.42320
13-11-2018,10.40950
12-11-2018,10.39630
09-11-2018,10.39200
06-11-2018,10.38390
05-11-2018,10.37930
02-11-2018,10.37170
01-11-2018,10.36140
31-10-2018,10.35790
30-10-2018,10.36240
29-10-2018,10.35900
26-10-2018,10.35050
25-10-2018,10.35010
24-10-2018,10.34880
23-10-2018,10.34740
22-10-2018,10.34420
19-10-2018,10.33710
17-10-2018,10.33290
16-10-2018,10.32990
15-10-2018,10.32150
12-10-2018,10.30890
11-10-2018,10.30500
10-10-2018,10.29230
09-10-2018,10.28310
08-10-2018,10.28940
05-10-2018,10.28160
04-10-2018,10.26610
03-10-2018,10.27480
01-10-2018,10.28070
28-09-2018,10.26690
27-09-2018,10.25420
26-09-2018,10.24080
25-09-2018,10.23480
24-09-2018,10.25080
21-09-2018,10.26150
19-09-2018,10.26280
18-09-2018,10.25840
17-09-2018,10.25300
14-09-2018,10.25610
12-09-2018,10.24530
11-09-2018,10.25150
10-09-2018,10.25240
07-09-2018,10.27330
06-09-2018,10.26930
05-09-2018,10.26750
04-09-2018,10.27570
03-09-2018,10.28240
31-08-2018,10.27770
30-08-2018,10.28160
29-08-2018,10.28340
28-08-2018,10.27770
27-08-2018,10.27830
24-08-2018,10.27420
23-08-2018,10.27420
21-08-2018,10.27030
20-08-2018,10.26650
16-08-2018,10.25610
14-08-2018,10.25730
13-08-2018,10.25520
10-08-2018,10.25270
09-08-2018,10.24910
08-08-2018,10.24470
07-08-2018,10.24180
06-08-2018,10.24450
03-08-2018,10.23680
02-08-2018,10.23740
01-08-2018,10.23460
31-07-2018,10.22500
30-07-2018,10.22270
27-07-2018,10.21690
26-07-2018,10.21400
25-07-2018,10.21110
24-07-2018,10.20600
23-07-2018,10.20420
20-07-2018,10.19530
19-07-2018,10.19170
18-07-2018,10.18900
17-07-2018,10.19140
16-07-2018,10.18310
13-07-2018,10.17750
12-07-2018,10.17150
11-07-2018,10.15970
10-07-2018,10.15710
09-07-2018,10.15210
06-07-2018,10.14380
05-07-2018,10.14330
04-07-2018,10.14110
03-07-2018,10.13160
