date,nav
05-11-2020,12.41520
04-11-2020,12.41490
03-11-2020,12.41380
02-11-2020,12.41250
29-10-2020,12.40870
28-10-2020,12.40750
27-10-2020,12.40630
26-10-2020,12.40500
23-10-2020,12.40070
22-10-2020,12.40040
21-10-2020,12.39890
20-10-2020,12.39740
19-10-2020,12.39560
16-10-2020,12.39060
15-10-2020,12.38860
14-10-2020,12.38700
13-10-2020,12.38330
12-10-2020,12.38210
09-10-2020,12.37760
08-10-2020,12.37400
07-10-2020,12.37190
06-10-2020,12.36380
05-10-2020,12.35980
01-10-2020,12.35320
30-09-2020,12.35130
29-09-2020,12.34950
28-09-2020,12.34940
25-09-2020,12.34560
24-09-2020,12.34540
23-09-2020,12.34400
22-09-2020,12.34320
21-09-2020,12.34190
18-09-2020,12.33800
17-09-2020,12.33590
16-09-2020,12.33360
15-09-2020,12.33170
14-09-2020,12.33080
11-09-2020,12.32480
10-09-2020,12.32450
09-09-2020,12.32210
08-09-2020,12.32030
07-09-2020,12.31970
04-09-2020,12.31730
03-09-2020,12.31560
02-09-2020,12.31410
01-09-2020,12.31300
31-08-2020,12.30870
28-08-2020,12.30360
27-08-2020,12.30440
26-08-2020,12.30360
25-08-2020,12.30290
24-08-2020,12.30300
21-08-2020,12.30080
20-08-2020,12.29970
19-08-2020,12.29720
18-08-2020,12.29460
17-08-2020,12.29370
14-08-2020,12.28880
13-08-2020,12.28740
12-08-2020,12.28610
11-08-2020,12.28380
10-08-2020,12.28120
07-08-2020,12.28060
06-08-2020,12.28060
05-08-2020,12.27850
04-08-2020,12.27730
03-08-2020,12.27550
31-07-2020,12.27210
30-07-2020,12.27030
29-07-2020,12.26710
28-07-2020,12.26630
27-07-2020,12.26600
24-07-2020,12.26230
23-07-2020,12.26260
22-07-2020,12.26100
21-07-2020,12.25830
20-07-2020,12.25870
17-07-2020,12.25440
16-07-2020,12.25240
15-07-2020,12.25010
14-07-2020,12.24860
13-07-2020,12.24410
10-07-2020,12.23890
09-07-2020,12.23540
08-07-2020,12.22900
07-07-2020,12.22510
06-07-2020,12.22320
03-07-2020,12.21710
02-07-2020,12.20690
01-07-2020,12.20080
30-06-2020,12.19810
29-06-2020,12.19640
26-06-2020,12.19410
25-06-2020,12.18460
24-06-2020,12.18160
23-06-2020,12.17830
22-06-2020,12.17390
19-06-2020,12.16920
18-06-2020,12.16700
17-06-2020,12.15850
16-06-2020,12.15590
15-06-2020,12.15110
12-06-2020,12.14190
11-06-2020,12.13970
10-06-2020,12.12840
09-06-2020,12.12490
08-06-2020,12.12250
05-06-2020,12.12060
04-06-2020,12.11890
03-06-2020,12.11850
02-06-2020,12.11400
01-06-2020,12.11350
29-05-2020,12.11310
28-05-2020,12.11660
27-05-2020,12.10630
26-05-2020,12.10140
22-05-2020,12.09120
21-05-2020,12.06810
20-05-2020,12.06060
19-05-2020,12.05560
18-05-2020,12.04740
15-05-2020,12.03150
14-05-2020,12.02680
13-05-2020,12.01970
12-05-2020,12.01660
11-05-2020,12.00540
08-05-2020,12.00460
06-05-2020,11.99190
05-05-2020,11.98740
04-05-2020,11.98100
30-04-2020,11.96890
29-04-2020,11.96860
28-04-2020,11.95720
27-04-2020,11.96570
24-04-2020,11.96670
23-04-2020,11.97130
22-04-2020,11.95420
21-04-2020,11.94820
20-04-2020,11.94110
17-04-2020,11.92010
16-04-2020,11.89750
15-04-2020,11.88650
13-04-2020,11.87880
09-04-2020,11.87090
08-04-2020,11.87190
07-04-2020,11.87710
03-04-2020,11.87300
31-03-2020,11.86590
30-03-2020,11.85650
27-03-2020,11.84650
26-03-2020,11.74410
24-03-2020,11.73340
23-03-2020,11.74420
20-03-2020,11.76270
19-03-2020,11.74820
18-03-2020,11.79130
17-03-2020,11.80980
16-03-2020,11.82250
13-03-2020,11.82060
12-03-2020,11.83020
11-03-2020,11.83550
09-03-2020,11.84270
06-03-2020,11.83790
05-03-2020,11.83460
04-03-2020,11.83250
03-03-2020,11.82120
02-03-2020,11.82000
28-02-2020,11.81580
27-02-2020,11.81840
26-02-2020,11.81660
25-02-2020,11.81190
24-02-2020,11.81070
20-02-2020,11.80150
18-02-2020,11.79910
17-02-2020,11.79840
14-02-2020,11.79340
13-02-2020,11.79270
12-02-2020,11.78930
11-02-2020,11.78920
10-02-2020,11.78480
07-02-2020,11.77470
06-02-2020,11.76860
05-02-2020,11.74670
04-02-2020,11.74290
03-02-2020,11.74050
31-01-2020,11.73110
30-01-2020,11.72920
29-01-2020,11.72780
28-01-2020,11.72500
27-01-2020,11.72270
24-01-2020,11.71230
23-01-2020,11.70440
22-01-2020,11.70120
21-01-2020,11.69660
20-01-2020,11.69420
17-01-2020,11.68790
16-01-2020,11.68590
15-01-2020,11.68430
14-01-2020,11.68280
13-01-2020,11.68400
10-01-2020,11.67820
09-01-2020,11.67750
08-01-2020,11.67430
07-01-2020,11.66800
06-01-2020,11.66710
03-01-2020,11.66330
02-01-2020,11.65690
01-01-2020,11.65460
31-12-2019,11.64650
30-12-2019,11.64500
27-12-2019,11.64020
26-12-2019,11.63810
24-12-2019,11.63530
23-12-2019,11.63550
20-12-2019,11.63430
19-12-2019,11.62910
18-12-2019,11.62500
17-12-2019,11.61630
16-12-2019,11.61260
13-12-2019,11.60480
12-12-2019,11.60300
11-12-2019,11.59960
10-12-2019,11.60060
09-12-2019,11.59730
06-12-2019,11.59820
05-12-2019,11.60330
04-12-2019,11.61650
03-12-2019,11.61300
02-12-2019,11.60880
29-11-2019,11.60240
28-11-2019,11.60000
27-11-2019,11.59610
26-11-2019,11.59150
25-11-2019,11.58920
22-11-2019,11.58280
21-11-2019,11.58050
20-11-2019,11.57580
19-11-2019,11.57160
18-11-2019,11.57000
15-11-2019,11.56310
14-11-2019,11.55860
13-11-2019,11.55450
11-11-2019,11.54910
08-11-2019,11.54520
07-11-2019,11.54410
06-11-2019,11.54370
05-11-2019,11.54390
04-11-2019,11.54440
01-11-2019,11.53760
31-10-2019,11.53300
30-10-2019,11.52140
29-10-2019,11.51540
25-10-2019,11.50690
24-10-2019,11.50690
23-10-2019,11.50360
22-10-2019,11.49930
18-10-2019,11.48990
17-10-2019,11.48760
16-10-2019,11.48590
15-10-2019,11.48020
14-10-2019,11.47610
11-10-2019,11.46930
10-10-2019,11.46350
09-10-2019,11.46020
07-10-2019,11.45200
04-10-2019,11.44350
03-10-2019,11.44120
01-10-2019,11.42490
30-09-2019,11.41640
27-09-2019,11.40750
26-09-2019,11.40590
25-09-2019,11.40450
24-09-2019,11.40000
23-09-2019,11.40280
20-09-2019,11.39800
19-09-2019,11.41200
18-09-2019,11.40890
17-09-2019,11.40140
16-09-2019,11.40160
13-09-2019,11.40020
12-09-2019,11.39750
11-09-2019,11.39400
09-09-2019,11.39350
06-09-2019,11.38190
05-09-2019,11.37830
04-09-2019,11.37780
03-09-2019,11.37220
30-08-2019,11.35910
29-08-2019,11.35820
28-08-2019,11.35560
27-08-2019,11.35090
26-08-2019,11.34680
23-08-2019,11.33710
22-08-2019,11.33350
21-08-2019,11.32800
20-08-2019,11.32110
19-08-2019,11.31610
16-08-2019,11.31150
14-08-2019,11.30090
13-08-2019,11.30670
09-08-2019,11.30050
08-08-2019,11.30390
07-08-2019,11.28750
06-08-2019,11.27870
05-08-2019,11.27300
02-08-2019,11.27190
01-08-2019,11.25660
31-07-2019,11.25300
30-07-2019,11.24210
29-07-2019,11.23830
26-07-2019,11.22320
25-07-2019,11.22310
24-07-2019,11.22760
23-07-2019,11.22530
22-07-2019,11.22410
19-07-2019,11.22270
18-07-2019,11.21940
17-07-2019,11.21820
16-07-2019,11.21880
15-07-2019,11.20670
12-07-2019,11.19160
11-07-2019,11.19030
10-07-2019,11.18520
09-07-2019,11.17950
08-07-2019,11.17570
05-07-2019,11.16050
04-07-2019,11.14670
03-07-2019,11.14040
02-07-2019,11.13260
01-07-2019,11.12860
28-06-2019,11.12280
27-06-2019,11.12030
26-06-2019,11.12130
25-06-2019,11.12530
24-06-2019,11.12690
21-06-2019,11.11720
20-06-2019,11.11740
19-06-2019,11.11290
18-06-2019,11.11160
17-06-2019,11.09980
14-06-2019,11.09360
13-06-2019,11.08550
12-06-2019,11.08130
11-06-2019,11.07740
10-06-2019,11.07810
07-06-2019,11.07900
06-06-2019,11.08910
04-06-2019,11.07240
03-06-2019,11.07340
31-05-2019,11.06280
30-05-2019,11.05310
29-05-2019,11.05390
28-05-2019,11.05070
27-05-2019,11.04720
24-05-2019,11.02330
23-05-2019,11.01480
22-05-2019,11.00440
21-05-2019,11.00000
20-05-2019,10.99710
17-05-2019,10.98060
16-05-2019,10.96760
15-05-2019,10.96680
14-05-2019,10.96340
13-05-2019,10.95380
10-05-2019,10.94520
09-05-2019,10.94470
08-05-2019,10.94000
07-05-2019,10.93760
06-05-2019,10.93430
03-05-2019,10.92820
02-05-2019,10.93340
30-04-2019,10.93000
26-04-2019,10.91970
25-04-2019,10.91830
24-04-2019,10.92270
23-04-2019,10.92110
22-04-2019,10.92650
18-04-2019,10.92770
16-04-2019,10.92630
15-04-2019,10.92540
12-04-2019,10.92050
11-04-2019,10.91970
10-04-2019,10.92010
09-04-2019,10.91710
08-04-2019,10.91570
05-04-2019,10.91830
04-04-2019,10.92340
03-04-2019,10.93230
02-04-2019,10.93280
29-03-2019,10.90100
28-03-2019,10.88590
27-03-2019,10.87940
26-03-2019,10.87300
25-03-2019,10.86960
22-03-2019,10.86180
20-03-2019,10.85570
19-03-2019,10.85560
18-03-2019,10.85440
15-03-2019,10.84210
14-03-2019,10.84050
13-03-2019,10.81940
12-03-2019,10.82000
11-03-2019,10.81390
08-03-2019,10.80260
07-03-2019,10.79740
06-03-2019,10.79290
05-03-2019,10.78730
01-03-2019,10.77300
28-02-2019,10.76850
27-02-2019,10.76190
26-02-2019,10.76720
25-02-2019,10.76990
22-02-2019,10.76080
21-02-2019,10.75970
20-02-2019,10.75800
18-02-2019,10.74990
15-02-2019,10.75400
14-02-2019,10.75450
13-02-2019,10.74930
12-02-2019,10.72320
11-02-2019,10.72220
08-02-2019,10.71030
07-02-2019,10.70120
06-02-2019,10.67520
05-02-2019,10.67210
04-02-2019,10.67240
01-02-2019,10.66920
31-01-2019,10.68160
30-01-2019,10.67840
29-01-2019,10.67740
28-01-2019,10.67690
25-01-2019,10.67050
24-01-2019,10.66910
23-01-2019,10.66360
22-01-2019,10.65900
21-01-2019,10.65150
18-01-2019,10.64600
17-01-2019,10.64640
16-01-2019,10.64450
15-01-2019,10.64820
14-01-2019,10.64690
11-01-2019,10.63520
10-01-2019,10.62740
09-01-2019,10.62540
08-01-2019,10.62060
07-01-2019,10.61130
04-01-2019,10.60460
03-01-2019,10.60150
02-01-2019,10.60170
01-01-2019,10.59730
31-12-2018,10.59830
28-12-2018,10.59210
27-12-2018,10.59160
26-12-2018,10.58610
24-12-2018,10.57630
21-12-2018,10.57490
20-12-2018,10.57280
19-12-2018,10.56910
18-12-2018,10.54650
17-12-2018,10.54250
14-12-2018,10.53370
13-12-2018,10.53020
12-12-2018,10.53330
11-12-2018,10.51550
10-12-2018,10.51390
07-12-2018,10.52200
06-12-2018,10.52370
05-12-2018,10.51810
04-12-2018,10.50340
03-12-2018,10.50190
30-11-2018,10.49650
29-11-2018,10.48970
28-11-2018,10.47470
27-11-2018,10.46500
26-11-2018,10.46540
22-11-2018,10.45460
20-11-2018,10.43970
19-11-2018,10.43500
16-11-2018,10.42720
15-11-2018,10.42610
14-11-2018,10.42340
13-11-2018,10.40970
12-11-2018,10.39640
09-11-2018,10.39210
06-11-2018,10.38410
05-11-2018,10.37950
02-11-2018,10.37180
01-11-2018,10.36150
31-10-2018,10.35810
30-10-2018,10.36250
29-10-2018,10.35920
26-10-2018,10.35070
25-10-2018,10.35020
24-10-2018,10.34890
23-10-2018,10.34760
22-10-2018,10.34440
19-10-2018,10.33720
17-10-2018,10.33300
16-10-2018,10.33010
15-10-2018,10.32170
12-10-2018,10.30900
11-10-2018,10.30520
10-10-2018,10.29240
09-10-2018,10.28330
08-10-2018,10.28960
05-10-2018,10.28170
04-10-2018,10.26620
03-10-2018,10.27500
01-10-2018,10.28080
28-09-2018,10.26700
27-09-2018,10.25430
26-09-2018,10.24090
25-09-2018,10.23490
24-09-2018,10.25090
21-09-2018,10.26170
19-09-2018,10.26290
18-09-2018,10.25850
17-09-2018,10.25310
14-09-2018,10.25620
12-09-2018,10.24540
11-09-2018,10.25160
10-09-2018,10.25260
07-09-2018,10.27340
06-09-2018,10.26950
05-09-2018,10.26760
04-09-2018,10.27580
03-09-2018,10.28250
31-08-2018,10.27780
30-08-2018,10.28170
29-08-2018,10.28350
28-08-2018,10.27790
27-08-2018,10.27840
24-08-2018,10.27430
23-08-2018,10.27430
21-08-2018,10.27040
20-08-2018,10.26660
16-08-2018,10.25620
14-08-2018,10.25740
13-08-2018,10.25530
10-08-2018,10.25280
09-08-2018,10.24920
08-08-2018,10.24480
07-08-2018,10.24190
06-08-2018,10.24460
03-08-2018,10.23690
02-08-2018,10.23750
01-08-2018,10.23470
31-07-2018,10.22510
30-07-2018,10.22280
27-07-2018,10.21700
26-07-2018,10.21410
25-07-2018,10.21120
24-07-2018,10.20610
23-07-2018,10.20430
20-07-2018,10.19540
19-07-2018,10.19180
18-07-2018,10.18910
17-07-2018,10.19150
16-07-2018,10.18320
13-07-2018,10.17750
12-07-2018,10.17150
11-07-2018,10.15970
10-07-2018,10.15720
09-07-2018,10.15210
06-07-2018,10.14380
05-07-2018,10.14340
04-07-2018,10.14110
03-07-2018,10.13170
