,schemeCode,schemeName
835,101155,BARODA INCOME FUND - Plan A - Dividend Option
836,101160,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 2 - GROWTH
837,101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option
838,101161,Reliance Multi Cap Fund-Growth Plan-Growth Option
839,101162,Reliance Multi Cap Fund-Growth Plan-Bonus Option
840,101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option
841,101163,NIPPON INDIA MULTI CAP FUND - IDCW Option
842,101163,Nippon India Multi Cap  Fund-Dividend Plan
843,101163,Reliance Multi Cap  Fund-Dividend Plan
844,101165,ICICI Prudential Short Term Fund - Monthly Dividend
845,101165,ICICI Prudential Short Term Fund - Monthly IDCW
846,101169,SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH
847,101169,SBI Magnum Children's Benefit Fund - REGULAR PLAN - GROWTH
848,101170,Sahara Gilt Fund-Growth
849,101171,Sahara Gilt Fund-Dividend
850,101172,ING Vysya Equity Fund-Dividend Option
851,101173,ING Vysya Equity Fund-Growth Option
852,101177,Grindlays Government Securities Fund - IP (Qtr.Dividend)
853,101178,Grindlays Government Securities Fund - ST (Monthly Dividend)
854,101179,Grindlays Government Securities Fund-IP(Annual Dividend)
855,101180,Grindlays Government Securities Fund-ST (Quarterly Dividend)
856,101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units
857,101181,JM Income Fund- Bonus Option- Principal Units
858,101181,JM Income Fund (Regular) - Bonus Option- Principal Units
859,101181,JM Income Fund - Bonus Option - Principal Units
860,101184,LIC MF Liquid Fund-Regular Plan-Dividend
861,101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW
862,101185,LIC MF Liquid Fund-Regular Plan-Growth
863,101186,TATA Income Fund Regular Plan - Periodic Payout of Income Distribution cum capital withdrawal option 
864,101186,Tata Income Fund - Regular Plan  - Periodic Dividend
865,101186,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option
866,101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option
867,101187,BARODA PIONEER GILT FUND - Plan A - Growth Option
868,101187,Baroda BNP Paribas GILT FUND - Plan A - Growth Option
869,101187,BARODA GILT FUND - Plan A - Growth Option
870,101188,BARODA PIONEER GILT FUND - Plan A - Dividend Option
871,101188,BARODA GILT FUND - Plan A - Dividend Option
872,101188,Baroda BNP Paribas GILT FUND - Plan A - IDCW Option
873,101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option
874,101188,BARODA GILT FUND - Plan A - IDCW Option
875,101190,BOB GILT FUND-PF Plan (Growth)
876,101192,DBS Chola Freedom Income-STF Regular-Semi Annual Dividend
877,101198,LIC MF Index Fund-Sensex Plan-Regular Plan-Dividend
878,101198,LIC MF Index Fund-Sensex Plan-Regular Plan-IDCW
879,101198,LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW
880,101199,LIC MF Index Fund-Sensex Plan-Regular Plan-Growth
881,101199,LIC MF S & P BSE Sensex Index Fund-Regular Plan-Growth
882,101200,LIC MF Index Fund-Nifty Plan-Regular Plan-Dividend
883,101200,LIC MF Index Fund-Nifty Plan-Regular Plan-IDCW
884,101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW
885,101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth
886,101201,LIC MF Index Fund-Nifty Plan-Regular Plan-Growth
887,101202,LIC MF Index Fund-Sensex Advantage-Dividend
888,101203,LIC MF Index Fund-Sensex Advantage-Growth
889,101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH
890,101207,UTI-Fixed Maturity Plan Yearly Series - July 2005-Dividend Option
891,101208,UTI-Fixed Maturity Plan Yearly Series - July 2005-Growth Option
892,101209,Taurus Large Cap Fund - Regular Plan - Growth
893,101209,Taurus Largecap Equity Fund- Regular Plan - Growth Option
894,101209,Taurus Largecap Equity Fund - Regular Plan - Growth
895,101221,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option)
896,101222,Tata Hybrid Equity Fund Regular Plan - Dividend Option
897,101222,TATA Hybrid Equity Fund Regular Plan - Periodic Payout of Income Distribution cum capital withdrawal option 
898,101222,Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option
899,101224,TATA Dynamic Bond Regular Plan - Payout of Income Distribution cum capital withdrawal option 
900,101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option
901,101224,Tata Dynamic Bond Fund Regular Plan - Dividend
902,101228,ICICI Prudential Multicap Fund - Growth
903,101229,ICICI Prudential Short Term Fund - Institutional Plan - Dividend Monthly
904,101230,ICICI Prudential Short Term Fund-Institutional Plan-Dividend Fortnightly
905,101231,ICICI Prudential Short Term Fund-Institutional Growth
906,101232,Franklin India Short-Term Income Plan-Growth
907,101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW
908,101236,Franklin India Short-Term Income Plan-Monthly Dividend
909,101237,Franklin India Short-Term Income Plan-Weekly Bonus
910,101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW
911,101238,Franklin India Short-Term Income Plan-Quarterly Dividend
912,101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW
913,101242,Franklin India Short-Term Income Plan-Weekly Dividend
914,101244,Franklin India Short-Term Income Plan-Institutional Plan - Growth
915,101245,Templeton India Short-Term Income Plan-Institutional Plan - Weekly Dividend
916,101246,Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend
917,101248,Grindlays Cash Fund - Plan B (G) (Institutional Plan)
918,101258,Grindlays Dynamic Bond Fund - GDBF (Annual Dividend)
919,101262,Nippon India Power & Infra Fund-Growth Plan -Growth Option
920,101262,Reliance Power & Infra Fund-Growth Plan -Growth Option
921,101263,Nippon India Power & Infra Fund-Growth Plan-Bonus Option
922,101263,Reliance Power & Infra Fund-Growth Plan-Bonus Option
923,101264,NIPPON INDIA POWER & INFRA FUND - IDCW Option
924,101264,Nippon India Power & Infra Fund-Dividend Plan
925,101264,Reliance Power & Infra Fund-Dividend Plan
926,101265,Principal Hybrid Equity Fund-Growth
927,101266,Principal Hybrid Equity Fund- Monthly Income Distribution CUM Capital Withdrawal
928,101266,Principal Hybrid Equity Fund- Monthly Dividend
929,101271,LIC MF Children's Gift Fund-Regular Plan-Growth
930,101279,Grindlays Dynamic Bond Fund - GDBF (Growth)
931,101281,HDFC Index FundSensex Plan( FV Rs 32.161)
932,101281,HDFC Index Fund-S&P BSE Sensex Plan - Growth Plan
933,101281,HDFC Index Fund-Sensex Plan - Growth Plan
934,101282,HDFC Index Fund-Sensex Plus( FV-Rs32.161)
935,101288,ING Short Term Income Fund-Growth Option
936,101294,Birla Sun Life Cash Plus Sweep Plan-Dividend Option
937,101295,SBI Magnum Equity ESG Fund - REGULAR PLAN - Dividend
938,101295,SBI Magnum Equity ESG Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
939,101296,Banking Index Benchmark Exchange Traded Scheme (Bank BeES)
940,101303,DSP Short Term Fund - Regular Plan - Regular Plan - Weekly Dividend
941,101303,DSP  Short Term Fund- Regular Plan - Regular Plan -Weekly Dividend
942,101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly
943,101304,DSP  Short Term Fund- Regular Plan -Growth
944,101304,DSP Short Term Fund - Regular Plan - Growth
945,101305,DSP Short Term Fund - Regular Plan - IDCW
946,101305,DSP Short Term Fund - Regular Plan - Dividend
947,101305,DSP  Short Term Fund-Regular Plan - Dividend
948,101306,DSP Short Term Fund - Monthly Dividend
949,101306,DSP  Short Term Fund-Monthly Dividend
950,101306,DSP Short Term Fund - IDCW - Monthly
951,101307,DBS Chola Liquid Fund - Regular Weekly Dividend
952,101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW
953,101313,Aditya Birla Sun Life Index Fund - Dividend - Regular Plan
954,101313,Aditya Birla Sun Life Index Fund -REGULAR - IDCW
955,101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan
956,101314,Aditya Birla Sun Life Index Fund - Growth - Regular Plan
957,101315,Aditya Birla Sun Life Savings Fund-Insititutional Fortnightly Dividend
958,101316,Aditya Birla Sun Life Savings Fund-Retail Growth
959,101317,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan
960,101318,Aditya Birla Sun Life Savings Fund-Retail Fortnightly Dividend
961,101319,Grindlays Cash Fund - Dividend (Weekly)
962,101325,Nifty Benchmark Exchange Traded Scheme- Nifty BeES
963,101333,FT India Gilt Fund-*Liquid Plan - Growth
964,101334,FT India Gilt Fund-*Investment Plan - Quarterly Dividend
965,101349,ICICI Prudential Nifty Index Fund -  Cumulative Option
966,101349,ICICI Prudential Nifty 50 Index Fund - Cumulative Option
967,101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative
968,101351,ICICI Prudential All Seasons Bond Fund - Weekly Dividend
969,101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW
970,101352,Templeton Floating Rate Income Fund-Short Term Plan-Dividend Option
971,101353,Templeton Floating Rate Income Fund-Short Term Plan-Growth Option
972,101354,Templeton Floating Rate Income Fund-Short Term Plan-Institutional Option - Growth
973,101355,Templeton Floating Rate Income Fund-Short Term Plan-Institutional Option - Dividend
974,101356,Franklin India Savings Fund - Dividend Option
975,101356,Franklin India Savings Fund Retail Option - Quarterly - IDCW
976,101356,Franklin India Money Market Fund Retail Option - Quarterly - IDCW
977,101357,Franklin India Money Market Fund - Growth Option
978,101357,Franklin India Savings Fund - Growth Option
979,101358,Franklin India Savings Fund - Institutional Option - Growth
980,101359,Franklin India Savings Fund - Institutional Option - Dividend
981,101361,Canara Robeco Liquid Fund- INSTITUTIONAL-Weekly dividend
982,101362,Canara Robeco Liquid Fund- INSTITUTIONAL-Growth
983,101363,Canara Robeco Liquid Fund- INSTITUTIONAL-Daily Dividend Reinvestment
984,101364,Canara Robeco Liquid Fund-Retail-DRI
985,101365,Canara Robeco Liquid Fund-Retail-Growth
986,101372,Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option)
987,101372,Kotak Bond Short Term Plan-(Dividend)
988,101373,Kotak Bond Short Term Plan-(Growth)
989,101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option
990,101394,Sahara Liquid Fund-Fixed Pricing - Growth option
991,101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option
992,101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option
993,101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option
994,101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option
995,101401,Sahara Liquid Fund-Variable Pricing- Monthly Dividend Option
996,101402,Sahara Liquid Fund-Variable Pricing - Growth option
997,101403,Sahara Income Fund-Dividend
998,101404,Sahara Income Fund-Growth
999,101405,ING Gilt Fund-Growth Option
1000,101406,ING Gilt Fund-Dividend Option
1001,101407,BARODA LIQUID FUND-Regular Dividend Option
1002,101407,Baroda BNP Paribas LIQUID FUND-Regular IDCW Option
1003,101407,BARODA PIONEER LIQUID FUND-Regular Dividend Option
1004,101407,BARODA LIQUID FUND-Regular IDCW Option
1005,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option
1006,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option
1007,101408,BARODA PIONEER LIQUID FUND- Regular Growth Option
1008,101408,BARODA LIQUID FUND- Regular Growth Option
1009,101408,Baroda BNP Paribas LIQUID FUND- Regular Growth Option
1010,101409,BARODA LIQUID FUND-Regular Daily Dividend Option
1011,101409,Baroda BNP Paribas LIQUID FUND-Regular Daily IDCW Option
1012,101409,BARODA PIONEER LIQUID FUND-Regular Daily Dividend Option
1013,101409,Baroda BNP Paribas LIQUID FUND-Defunct Plan-Daily IDCW Option
1014,101409,BARODA LIQUID FUND-Regular Daily IDCW Option
1015,101419,Tata Long Term Debt Fund - Regular Plan  -Bonus
1016,101420,JM Floater Short Term Fund - Daily Dividend Option
1017,101421,JM Floater Short Term Fund - Growth Option
1018,101430,HDFC Regular Savings Fund-GROWTH
1019,101431,HDFC Regular Savings Fund-Monthly Dividend Option
1020,101455,Grindlays Government Securities Fund - IP (Growth)
1021,101456,Grindlays Government Securities Fund - ST (Growth)
1022,101458,Grindlays Government Securities Fund-IP(H.Yrly Dividend)
1023,101462,Principal Short Term Plan-Dividend
1024,101463,Principal Short Term Plan-Growth
1025,101465,Principal Short Term Debt Fund- Growth Plan
1026,101466,Principal Short Term Debt Fund - Dividend Option - Monthly
1027,101466,Principal Short Term Debt Fund - Income Distribution CUM Capital Withdrawal Option - Monthly
1028,101467,Principal Income Fund - Short Term Plan-Institutional - Weekly Dividend Plan
1029,101471,Tata Gilt Retirement Plan (28/2/2008) Growth
1030,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
1031,101472,Sundaram Equity Hybrid Fund Regular Dividend
1032,101480,HDFC Floating Rate Income Fund-Short Term Plan-Dividend
1033,101481,HDFC Floating Rate Debt Fund - Retail Growth Option
1034,101482,HDFC Floating Rate Debt Fund - Retail Weekly Div Option
1035,101483,HDFC Floating Rate Debt Fund - Retail Daily Div Option
1036,101484,HDFC Floating Rate Debt Fund - Retail Monthly Div option
1037,101489,Tata Young Citizen Fund [Upto 3 years] Regular Plan
1038,101490,Tata Young Citizen Fund [>3 years upto 7 years] Regular Plan
1039,101491,Tata Young Citizens' Fund -Regular Plan-Growth Option
1040,101491,Tata Young Citizen -Regular Plan-Growth
1041,101498,Principal Equity Savings Fund - Growth Option
1042,101499,Principal Equity Savings Fund - Half Yearly Income Distribution CUM Capital Withdrawal
1043,101499,Principal Equity Savings Fund - Half Yearly Dividend
1044,101500,Principal Equity Savings Fund -Quaterly Dividend
1045,101500,Principal Equity Savings Fund -Quaterly Income Distribution CUM Capital Withdrawal
1046,101516,Grindlays Dynamic Bond Fund - GDBF (Quarterly Dividend)
1047,101519,JM Short Term Fund - Regular Plan - Dividend Option
1048,101520,JM Short Term Fund - Regular Plan - Growth Option
1049,101521,JM Short Term Fund - Growth Option
1050,101524,JM Short Term Fund - Dividend Option
1051,101525,HDFC Index Fund-NIFTY 50 Plan - Growth Plan
1052,101525,HDFC Index Fund-Nifty 50 Plan-Growth Plan
1053,101528,Sahara Growth Fund-Growth
1054,101529,Sahara Growth Fund-Dividend
1055,101530,SBI LARGE & MIDCAP FUND - REGULAR PLAN -Dividend
1056,101530,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
1057,101536,Sundaram Select Focus-Dividend
1058,101536,Sundaram Select Focus Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
1059,101537,Sundaram Select Focus Regular Plan - Growth
1060,101537,Sundaram Select Focus-Growth
1061,101538,Sundaram Mid Cap Fund- Regular Dividend
1062,101538,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
1063,101539,Sundaram Mid Cap Fund -Growth
1064,101539,Sundaram Mid Cap Fund Regular Plan - Growth
1065,101544,Sundaram Short Term Credit Risk Fund -Dividend
1066,101545,Sundaram Short Term Credit Risk Fund-Appreciation
1067,101547,Tata Short Term Bond Fund - Regular Plan-Monthly Dividend Option
1068,101547,TATA Short Term Bond Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option 
1069,101547,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option
1070,101548,Tata Short Term Bond Fund -Regular Plan- Growth Option
1071,101549,JM LIQUID FUND - BONUS OPTION
1072,101549,JM Liquid Fund- Bonus Option-Principal Units
1073,101549,JM Liquid Fund (Regular) - Bonus Option - Principal Units
1074,101550,ING Short Term Income Fund -Dividend Option
1075,101551,SBI EQUITY HYBRID FUND - REGULAR PLAN - Dividend
1076,101551,SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
1077,101560,Sundaram Short Term Debt Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW)
1078,101560,Sundaram Short Term Debt Fund  Quarterly Div
1079,101561,Sundaram  Short Term Debt Fund Half-Yearly Div
1080,101561,Sundaram Short Term Debt Fund Regular Plan - Half yearly Payout of Income Distribution cum Capital Withdrawal (IDCW)
1081,101562,Sundaram Short Term Debt Fund- Regular Annual Div
1082,101562,Sundaram Short Term Debt Fund Regular Plan - Annual Payout of Income Distribution cum Capital Withdrawal (IDCW)
1083,101563,Sundaram Short Term Debt Fund -Appreciation Option
1084,101563,Sundaram Short Term Debt Fund Regular Plan - Growth
1085,101564,Sundaram  Short Term Debt Fund  Weekly Dividend
1086,101564,Sundaram Short Term Debt Fund Regular Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW)
1087,101565,Sundaram Short Term Debt Fund Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW)
1088,101565,Sundaram Short Term Debt Fund -Fortnighty Dividend Reinvst
1089,101566,Sundaram Short Term Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
1090,101566,Sundaram Short Term Debt Fund  Monthly Dividend
1091,101572,Sundaram Seleic Asset Plan-Half-yearly Dividendct  Debt-Dynam
1092,101575,Sahara Short Term Plan-Dividend
1093,101576,Sahara Short Term Plan-Growth
1094,101585,HDFC Equity Savings Fund - GROWTH PLAN
1095,101585,HDFC Equity Savings Fund -GROWTH
1096,101586,HDFC Equity Savings Fund - IDCW PLAN
1097,101586,HDFC Equity Savings Fund - DIVIDEND
1098,101587,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)
1099,101587,Canara Robeco Income Fund - Regular Plan - Quarterly Dividend
1100,101588,Canara Robeco Income Fund - Regular Plan - Growth
1101,101588,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION
1102,101589,Canara Robeco Income Fund-Bonus option
1103,101591,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW
1104,101591,Aditya Birla Sun Life MIDCAP Fund-Dividend
1105,101592,Aditya Birla Sun Life MIDCAP Fund-Growth
1106,101593,HSBC Large cap Equity Fund - IDCW
1107,101593,HSBC Large Cap Equity Fund - Dividend
1108,101593,HSBC Large Cap Fund - Regular IDCW
1109,101594,HSBC Large Cap Equity Fund - Growth
1110,101594,HSBC Large Cap Fund - Regular Growth
1111,101597,HSBC Income Fund - Short Term - Inst. - Growth
1112,101598,HSBC Income Fund - Short Term - Inst. - Dividend
1113,101599,HSBC Short Duration Fund - Growth
1114,101600,HSBC Short Duration Fund - Dividend
1115,101600,HSBC Short Duration Fund - Monthly IDCW
1116,101605,Tata Medium Term Fund- Regular Plan - Payout of IDCW option
1117,101605,Tata Medium Term Fund Regular Plan -  Bonus/Dividend
1118,101605,TATA Medium Term Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 
1119,101606,Tata Medium Term Fund B - Income / Bonus Option
1120,101607,UTI - MIS-Income
1121,101608,UTI - MIS-Growth
1122,101609,TATA Equity Savings Fund Regular Plan -Monthly Payout of Income Distribution cum capital withdrawal option 
1123,101609,Tata Equity Savngs Fund - RegularPlan- Monthly Dividend
1124,101609,TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option
1125,101617,ICICI Prudential Savings Fund - Weekly IDCW
1126,101617,ICICI Prudential Savings Fund - Weekly Dividend
1127,101618,ICICI Prudential Savings Fund - Daily Dividend
1128,101618,ICICI Prudential Savings Fund - Daily IDCW
1129,101619,ICICI Prudential Savings Fund - Growth
1130,101620,Franklin India International Fund
1131,101621,Nifty Junior Benchmark Exchange Traded Scheme (Junior BeES)
1132,101623,UTI-FMP Yearly Series Sep05-DIVIDEND OPTION
1133,101624,UTI-FMP Yearly Series Sep05-GROWTH OPTION
1134,101625,DWS Short Maturity Fund - Monthly Dividend
1135,101626,DWS Short Maturity Fund - Weekly Dividend
1136,101627,DWS Short Maturity Fund - Growth
1137,101628,DWS Alpha Equity Fund - Dividend
1138,101629,DWS Alpha Equity Fund - Growth
1139,101630,Grindlays Floating Rate Fund - Growth
1140,101631,Grindlays Floating Rate Fund- Dividend Monthly
1141,101632,Grindlays Cash Fund - Plan B (D) (Institutional Plan)
1142,101633,GSSIF - Short Term (D) Plan B - Institutional Plan
1143,101635,DSP Top 100 Equity Fund - Regular Plan - Growth
1144,101635,DSP  Top 100 Equity Fund - Regular Plan - Growth
1145,101636,DSP Top 100 Equity Fund - Regular Plan - IDCW
1146,101636,DSP  Top 100 Equity Fund - Regular Plan -  Dividend
1147,101636,DSP Top 100 Equity Fund - Regular Plan - Dividend
1148,101642,ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly
1149,101643,ICICI Prudential Long Term Bond Fund-Institutional Option-Growth
1150,101644,Reliance Gilt Securities Fund-Retail Plan - Long Term Plan-Growth
1151,101646,Reliance Gilt Securities Fund-Retail Plan - Long Term Plan-Dividend
1152,101648,Reliance Gilt Securities Fund-Retail Plan - Short Term Plan-Growth
1153,101654,GSSIF-MT(Growth)
1154,101656,Franklin India Dynamic PE Ratio Fund of Funds-Growth
1155,101656,Franklin India Dynamic Asset Allocation Fund of Funds-Growth
1156,101657,Franklin India Dynamic Asset Allocation Fund of funds - IDCW 
1157,101657,Franklin India Dynamic Asset Allocation Fund of Funds-Dividend
1158,101657,Franklin India Dynamic PE Ratio Fund of Funds-Dividend
1159,101659,Tata Index Fund - Nifty-Regular Plan
1160,101659,Tata Index Fund - Nifty-Regular  Plan
1161,101659,Tata Nifty 50 Index Fund -Regular Plan
1162,101661,UTI - Variable Investment Scheme-Income Option
1163,101662,UTI - Variable Investment Scheme-Growth Option
1164,101663,UTI - Unit Scheme 2002-Income
1165,101664,UTI - Unit Scheme 2002-Growth
1166,101665,Nippon India Short Term Fund-Growth Plan
1167,101665,Reliance Short Term Fund-Growth Plan
1168,101667,Nippon India Short Term Fund- Monthly Dividend Plan
1169,101667,NIPPON INDIA SHORT TERM FUND - MONTHLY IDCW Option
1170,101667,Reliance Short Term Fund- Monthly Dividend Plan
1171,101669,Reliance Short Term Fund-Quarterly Dividend Plan
1172,101669,NIPPON INDIA SHORT TERM FUND - QUARTERLY IDCW OPTION
1173,101669,Nippon India Short Term Fund-Quarterly Dividend Plan
1174,101670,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option
1175,101671,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH
1176,101672,Tata Equity P/E Fund - Regular Plan -Growth Option
1177,101672,Tata Equity P/E Fund Regular Plan -(Growth Option)
1178,101685,HSBC Debt Fund - Growth
1179,101685,HSBC Medium to Long Duration Fund - Regular Growth
1180,101686,HSBC Debt Fund - Quarterly IDCW
1181,101686,HSBC Medium to Long Duration Fund - Regular IDCW
1182,101686,HSBC Debt Fund - Dividend
1183,101686,HSBC Medium to Long Duration Fund - Regular Quarterly IDCW
1184,101687,HSBC Income Fund - Investment - Inst. - Growth
1185,101688,HSBC Income Fund - Investment - Inst. - Dividend
1186,101691,HSBC Cash Fund - Inst. - Growth
1187,101692,HSBC Cash Fund - Inst. - Dividend - Daily
1188,101693,HSBC Cash Fund - Inst. - Dividend - Weekly
1189,101694,HSBC Cash Fund - Inst. - Dividend - Monthly
1190,101696,HSBC Cash Fund - Regular - Growth
1191,101697,HSBC Cash Fund - Regular - Dividend - Daily
1192,101698,HSBC Cash Fund - Regular - Dividend - Weekly
1193,101699,HSBC Cash Fund - Growth
1194,101700,HSBC Cash Fund - Dividend - Daily
1195,101701,HSBC Cash Fund - Dividend - Weekly
1196,101702,HSBC Cash Fund - Dividend - Monthly
1197,101703,Tata Medium Term Fund Regular Plan - Growth
1198,101703,Tata Medium Term Fund -Regular Plan - Growth Option
1199,101704,Tata Medium Term Fund B - Growth Option
1200,101705,ICICI Prudential Sensex ETF
1201,101705,ICICI Prudential S&P BSE Sensex ETF
1202,101706,ICICI Prudential Multicap Fund - IDCW
1203,101706,ICICI Prudential Multicap Fund - Dividend
1204,101711,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan
1205,101712,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment
1206,101713,Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan
1207,101714,TATA Liquid Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option  
1208,101714,Tata Liquid Fund Regular Plan  - Daily Dividend
1209,101714,Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option
1210,101715,CANGROWTH PLUS
1211,101716,DWS Insta Cash Plus Fund-DIVIDEND-WEEKLY DIVIDEND
1212,101717,DWS Insta Cash Plus Fund-DIVIDEND-MONTHLY DIVIDEND
1213,101718,DWS Insta Cash Plus Fund-DIVIDEND-Daily Dividend
1214,101719,DWS Insta Cash Plus Fund-Growth-GROWTH
1215,101720,DWS Insta Cash Plus Fund-Institutional Plan-Dividend
1216,101721,DWS Insta Cash Plus Fund-Institutional Plan-Growth
1217,101722,DWS Insta Cash Plus Fund-Institutional Plan-Daily Dividend
1218,101723,DWS Insta Cash Plus Fund-Institutional Plan-Weekly Dividend
1219,101729,DWS Premier Bond Fund - Quarterly Dividend
1220,101730,DWS Premier Bond Fund - Monthly Dividend
1221,101731,DWS Premier Bond Fund - Annual Dividend
1222,101732,DWS Premier Bond Fund - Growth
1223,101733,Kotak 30-(Dividend)
1224,101734,Kotak 30-(Growth)
1225,101735,GSSIF - Short Term - (G) Plan B ( Inst. Plan)
1226,101737,Aditya Birla Sun Life Dividend Yield Fund - Dividend - Regular Plan
1227,101737,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW
1228,101738,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan
1229,101742,DSP BlackRock Savings Manager Fund - Moderate-Growth
1230,101743,DSP BlackRock Savings Manager Fund - Moderate-Monthly Dividend
1231,101744,DSP BlackRock Savings Manager Fund - Moderate-Quarterly Dividend
1232,101745,Tata Index Fund - Nifty B
1233,101746,Tata S&P BSE Sensex Index Fund -Regular Plan
1234,101746,Tata Index Fund - Sensex-Regular Plan
1235,101747,Tata Index Fund - Sensex B
1236,101748,ICICI Prudential Liquid Fund - Institutional - Daily - Div
1237,101749,ICICI Prudential Liquid Fund - Institutional - Monthly - Div
1238,101750,ICICI Prudential Liquid Fund Retail Growth
1239,101751,ICICI Prudential Liquid Institutional Fund - Growth
1240,101752,ICICI Prudential Liquid Fund Retail Weekly Dividend
1241,101753,ICICI Prudential Liquid Fund - Institutional - Weekly - Div
1242,101754,ICICI Prudential Liquid Fund Retail Daily Dividend
1243,101755,ICICI Prudential Liquid Fund Retail Monthly Dividend
1244,101758,ICICI Prudential Short Term Fund - Growth Option
1245,101759,ICICI Prudential Short Term Fund -Dividend Reinvestment Fortnightly
1246,101759,ICICI Prudential Short Term Fund - Reinvestment of IDCW Fortnightly
1247,101760,GCF Dividend-Weekly(Institutional Plan)
1248,101762,HDFC Flexi Cap Fund - Growth Option
1249,101762,HDFC Equity Fund - Growth Option
1250,101762,HDFC Flexi Cap Fund - Growth Plan
1251,101763,HDFC Equity Fund - Dividend Option
1252,101763,HDFC Flexi Cap Fund - Dividend Option
1253,101763,HDFC Flexi Cap Fund - IDCW Plan
1254,101764,HDFC Capital Builder Value Fund - Growth Plan
1255,101764,HDFC Capital Builder Value Fund - Growth Option
1256,101765,HDFC Capital Builder Value Fund - Dividend Option
1257,101765,HDFC Capital Builder Value Fund - IDCW Plan
1258,101766,Tata Infrastructure Fund-Regular Plan- Growth Option
1259,101766,Tata Infrastructure Fund-Regular Plan- Growth
1260,101773,GFRF - Growth(Institutional Plan)
1261,101774,GFRF Dividend-Daily (Institutional Plan)
1262,101775,GFRF Dividend-Weekly(Institutional Plan)
