,schemeCode,schemeName
44708,150382,Edelweiss Focused Equity Fund - Regular Plan - Growth
44709,150382,Edelweiss Focused Fund - Regular Plan - Growth
44710,150383,Edelweiss Focused Fund - Direct Plan - IDCW
44711,150383,Edelweiss Focused Equity Fund - Direct Plan - IDCW
44712,150384,Edelweiss Focused Equity Fund - Regular Plan - IDCW
44713,150384,Edelweiss Focused Fund - Regular Plan - IDCW
44714,150385,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option
44715,150386,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - IDCW Option
44716,150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option
44717,150388,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - IDCW Option
44718,150389,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth
44719,150390,Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth
44720,150392,LIC MF Money Market Fund-Direct Growth
44721,150393,LIC MF Money Market Fund-Regular Growth
44722,150394,LIC MF Money Market Fund-Regular IDCW
44723,150395,HDFC FMP 1158D July 2022 - Growth Option - Direct Plan
44724,150396,HDFC FMP 1158D July 2022 - Growth Option
44725,150397,HDFC FMP 1158D July 2022 - Quarterly IDCW Option - Direct Plan
44726,150398,HDFC FMP 1158D July 2022 - IDCW Option
44727,150399,HDFC FMP 1158D July 2022 - Quarterly IDCW Option
44728,150400,HDFC FMP 1158D July 2022 - IDCW Option - Direct Plan
44729,150401,BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN
44730,150401,IDFC MIDCAP FUND - IDCW - DIRECT PLAN
44731,150402,BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN
44732,150402,IDFC MIDCAP FUND - GROWTH - REGULAR PLAN
44733,150403,IDFC MIDCAP FUND - IDCW - REGULAR PLAN
44734,150403,BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN
44735,150404,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN
44736,150404,IDFC MIDCAP FUND - GROWTH - DIRECT PLAN
44737,150405,Union Gilt Fund - Regular Plan - Growth Option
44738,150406,Union Gilt Fund - Regular Plan - Annual IDCW Option
44739,150407,Union Gilt Fund - Direct Plan - Growth Option
44740,150408,Union Gilt Fund - Direct Plan - Annual IDCW Option
44741,150409,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option
44742,150410,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option
44743,150411,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Quarterly IDCW Option
44744,150412,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Quarterly IDCW Option
44745,150416,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Half Yearly IDCW Option
44746,150419,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Annual IDCW Option
44747,150420,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Flexi IDCW Option
44748,150423,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Annual IDCW Option
44749,150424,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Flexi IDCW Option
44750,150427,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth
44751,150428,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth
44752,150429,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW
44753,150430,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW
44754,150431,Aditya Birla Sun Life Fixed Term Plan - Series TS (91 days) - Direct Plan - Growth Option
44755,150432,Aditya Birla Sun Life Fixed Term Plan - Series TS (91 days) - Direct Plan - Payout of IDCW Option
44756,150433,Aditya Birla Sun Life Fixed Term Plan - Series TS (91 days) - Regular Plan - Payout of IDCW Option
44757,150434,Aditya Birla Sun Life Fixed Term Plan - Series TS (91 days) - Regular Plan - Growth Option
44758,150439,quant Large Cap Fund - IDCW Option - Direct Plan
44759,150440,quant Large Cap Fund - Growth Option - Direct Plan
44760,150441,quant Large Cap Fund - Growth Option - Regular Plan
44761,150442,quant Large Cap Fund - IDCW Option - Regular Plan
44762,150443,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth
44763,150444,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Regular Growth
44764,150445,Motilal Oswal S&P BSE Healthcare ETF
44765,150447,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Quarterly IDCW
44766,150448,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Quarterly IDCW
44767,150449,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Growth
44768,150450,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Growth
44769,150451,ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW
44770,150452,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth
44771,150453,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW
44772,150454,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth
44773,150455,ICICI Prudential Nifty 200 Momentum 30 ETF
44774,150456,Union Gilt Fund - Direct Plan - Half-yearly IDCW Option
44775,150457,Union Gilt Fund - Regular Plan - Half-yearly IDCW Option
44776,150458,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - IDCW Payout
44777,150459,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - IDCW Payout
44778,150460,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - Growth
44779,150461,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - Growth
44780,150462,Aditya Birla Sun Life Fixed Term Plan - Series TT (153 days) - Direct Plan - Growth Option
44781,150463,Aditya Birla Sun Life Fixed Term Plan - Series TT (153 days) - Direct Plan - Payout of IDCW Option
44782,150464,Aditya Birla Sun Life Fixed Term Plan - Series TT (153 days) - Regular Plan - Growth Option
44783,150465,Aditya Birla Sun Life Fixed Term Plan - Series TT (153 days) - Regular Plan - Payout of IDCW Option
44784,150466,ICICI Prudential Nifty IT Index Fund - Growth
44785,150467,ICICI Prudential Nifty IT Index Fund - IDCW
44786,150468,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth
44787,150469,ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW
44788,150470,Mirae Asset Balanced Advantage Fund Direct Plan- Growth
44789,150471,Mirae Asset Balanced Advantage Fund Direct Plan- IDCW
44790,150473,Mirae Asset Balanced Advantage Fund Regular Plan- Growth
44791,150474,Mirae Asset Balanced Advantage Fund Regular Plan IDCW
44792,150476,HDFC NIFTY 100 ETF - Growth Option
44793,150477,HDFC NIFTY NEXT 50 ETF - Growth Option
44794,150478,Franklin India Balanced Advantage Fund- IDCW
44795,150479,Franklin India Balanced Advantage Fund- IDCW- Direct
44796,150480,Franklin India Balanced Advantage Fund- Growth
44797,150481,Franklin India Balanced Advantage Fund- Growth- Direct
44798,150482,Aditya Birla Sun Life Long Duration Fund-Regular Growth
44799,150483,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout
44800,150484,Aditya Birla Sun Life Long Duration Fund-Direct Growth
44801,150485,Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout
44802,150485,Adirya Birla Sun Life Long Duration Fund-Direct IDCW Payout
44803,150487,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option
44804,150488,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option
44805,150490,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option
44806,150491,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option
44807,150492,Kotak Nifty India Consumption ETF
44808,150497,Aditya Birla Sun Life Nifty 200 Quality 30 ETF
44809,150498,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF
44810,150499,HSBC Overnight Fund - Unclaimed IDCW Below three years
44811,150500,HSBC Overnight Fund - Unclaimed Redemption above three years
44812,150501,HSBC Overnight Fund - Unclaimed IDCW Above three years
44813,150502,HSBC Overnight Fund - Unclaimed Redemption Below three years
44814,150503,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option
44815,150504,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment)
44816,150505,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option
44817,150507,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout
44818,150511,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH
44819,150512,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW
44820,150513,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH
44821,150514,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW
44822,150515,Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth
44823,150516,Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth
44824,150517,Motilal Oswal SP BSE Enhanced Value ETF
44825,150518,Motilal Oswal S&P BSE Enhanced Value Index Fund-Direct plan
44826,150519,Motilal Oswal SP BSE Low Volatility Index Fund-Regular plan
44827,150519,Motilal Oswal S&P BSE Enhanced Value Index Fund-Regular plan
44828,150520,Motilal Oswal S&P BSE Quality ETF
44829,150521,Motilal Oswal SP BSE Quality Index Fund-Direct plan
44830,150522,Motilal Oswal S&P BSE Quality Index Fund-Regular plan
44831,150523,DSP Silver ETF
44832,150525,ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Half Yearly IDCW
44833,150526,ICICI Prudential Nifty Infrastructure ETF
44834,150531,Kotak Nifty MNC ETF
44835,150532,Tata Housing Opportunities Fund - Direct Plan - Growth
44836,150533,Tata Housing Opportunities Fund - Direct Plan - IDCW Reinvestment
44837,150534,Tata Housing Opportunities Fund - Direct Plan - IDCW Payout
44838,150535,Tata Housing Opportunities Fund - Regular Plan - IDCW Payout
44839,150536,Tata Housing Opportunities Fund - Regular Plan - IDCW Reinvestment
44840,150537,Tata Housing Opportunities Fund - Regular Plan - Growth
44841,150538,ICICI Prudential PSU Equity Fund - Growth
44842,150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth
44843,150540,ICICI Prudential PSU Equity Fund - IDCW
44844,150541,ICICI Prudential PSU Equity Fund - Direct Plan - IDCW
44845,150542,JM Short Duration Fund (Regular) - Growth
44846,150543,JM Short Duration Fund (Regular) - IDCW
44847,150544,JM Short Duration Fund (Direct) - IDCW
44848,150545,JM Short Duration Fund (Direct) - Growth
44849,150546,HDFC FMP 1406D August 2022 - Growth Option
44850,150547,HDFC FMP 1406D August 2022 - Growth Option - Direct Plan
44851,150548,HDFC FMP 1406D August 2022 - IDCW Option - Direct Plan
44852,150549,HDFC FMP 1406D August 2022 - Quarterly IDCW Option - Direct Plan
44853,150550,HDFC FMP 1406D August 2022 - IDCW Option
44854,150551,HDFC FMP 1406D August 2022 - Quarterly IDCW Option
44855,150552,Union Retirement Fund - Regular Plan - Growth Option
44856,150553,Union Retirement Fund - Regular Plan - IDCW Option
44857,150554,Union Retirement Fund - Direct Plan - Growth Option
44858,150555,Union Retirement Fund - Direct Plan - IDCW Option
44859,150556,HDFC Silver ETF - Growth Option
44860,150558,Shriram Overnight Fund - Regular Daily IDCW
44861,150559,Shriram Overnight Fund - Regular Weekly IDCW
44862,150560,Shriram Overnight Fund - Regular Monthly IDCW
44863,150561,Shriram Overnight Fund - Direct Daily IDCW
44864,150562,Shriram Overnight Fund -  Direct Growth
44865,150564,Shriram Overnight Fund - Direct Fortnightly IDCW
44866,150565,Shriram Overnight Fund - Regular Growth
44867,150566,Shriram Overnight Fund -  Regular Fortnightly IDCW
44868,150567,Shriram Overnight Fund - Direct Monthly IDCW
44869,150568,Sundaram Flexicap Fund Regular Growth
44870,150569,Sundaram Flexicap Fund Regular Plan IDCW Payout
44871,150570,Sundaram Flexicap Fund Regular Plan IDCW Reinvestment
44872,150571,Sundaram Flexicap Fund Direct Growth
44873,150572,Sundaram Flexicap Fund Direct Plan IDCW Reinvestment
44874,150573,Sundaram Flexicap Fund Direct Plan IDCW Payout
44875,150574,SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - Growth
44876,150575,SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - IDCW Payout
44877,150576,SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - Growth
44878,150577,SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - IDCW Payout
44879,150578,Edelweiss Gold and Silver ETF FOF - Direct Plan - IDCW
44880,150579,Edelweiss Gold and Silver ETF FOF - Regular Plan - Growth
44881,150580,Edelweiss Gold and Silver ETF FOF - Regular Plan - IDCW
44882,150581,Edelweiss Gold and Silver ETF FOF - Direct Plan - Growth
44883,150582,WhiteOak Capital Mid Cap Fund Direct Plan IDCW
44884,150583,WhiteOak Capital Mid Cap Fund Regular Plan Growth
44885,150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth
44886,150585,WhiteOak Capital Mid Cap Fund Regular Plan IDCW
44887,150586,WhiteOak Capital Tax Saver Fund Direct Plan IDCW
44888,150586,WhiteOak Capital ELSS Tax Saver Fund Direct Plan IDCW
44889,150587,WhiteOak Capital Tax Saver Fund Direct Plan Growth
44890,150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth
44891,150588,WhiteOak Capital ELSS Tax Saver Fund Regular Plan IDCW
44892,150588,WhiteOak Capital Tax Saver Fund Regular Plan IDCW
44893,150589,WhiteOak Capital Tax Saver Fund Regular Plan Growth
44894,150589,WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth
44895,150590,IDFC NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN
44896,150590,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN
44897,150591,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN
44898,150591,IDFC NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN
44899,150592,IDFC NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN
44900,150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN
44901,150593,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN
44902,150593,IDFC NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN
44903,150594,Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund of Fund - Regular Plan - Growth
44904,150595,Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund of Fund- Direct Plan - Growth
44905,150596,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth
44906,150597,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth
44907,150598,Kotak FMP Series 296-Regular Plan-IDCW Payout
44908,150599,Kotak FMP Series 296-Direct Plan-IDCW Payout
44909,150600,Kotak FMP Series 296-Regular Plan-Growth
44910,150601,Kotak FMP Series 296-Direct Plan-Growth
44911,150602,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - Growth
44912,150603,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - IDCW Payout
44913,150604,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - Growth
44914,150605,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - IDCW Payout
44915,150610,Axis Silver ETF
44916,150611,SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - Growth
44917,150612,SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - IDCW Payout
44918,150613,SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - IDCW Payout
44919,150614,SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - Growth
44920,150615,Axis Silver Fund of Fund- Direct Plan-Growth Option
44921,150616,Axis Silver Fund of Fund- Direct Plan - IDCW Option
44922,150617,Axis Silver Fund of Fund -Regular Plan- Growth Option
44923,150618,Axis Silver Fund of Fund - Regular Plan - IDCW Option
44924,150619,HDFC NIFTY 50 VALUE 20 ETF - Growth Option
44925,150620,HDFC NIFTY100 QUALITY 30 ETF - Growth Option
44926,150621,HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option
44927,150622,Kotak Business Cycle Fund-Regular Plan-IDCW option
44928,150624,Kotak Business Cycle - Direct Plan - Growth
44929,150625,Kotak Business Cycle Fund-Direct Plan-IDCW option
44930,150626,Kotak Business Cycle Fund-Regular Plan--Growth
44931,150627,Nippon India Fixed Horizon Fund-XLIV-Series 1-Direct Plan-Growth Option
44932,150628,Nippon India Fixed Horizon Fund-XLIV-Series 1-Direct Plan-Payout of IDCW
44933,150629,Nippon India Fixed Horizon Fund-XLIV-Series 1-Regular Plan-Growth Option
44934,150630,Nippon India Fixed Horizon Fund-XLIV-Series 1-Regular Plan-Payout of IDCW
44935,150631,Samco Overnight Fund - Direct Plan - Growth Option
44936,150632,Samco Overnight Fund - Regular Plan - Growth Option
44937,150633,IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN
44938,150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN
44939,150634,IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN
44940,150634,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN
44941,150635,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN
44942,150635,IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN
44943,150636,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN
44944,150636,IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN
44945,150637,ICICI Prudential Nifty50 Equal Weight Index Fund- Growth
44946,150638,ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW
44947,150639,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth
44948,150640,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW
44949,150641,Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan)
44950,150642,Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan)
44951,150643,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth
44952,150644,ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW
44953,150645,ICICI Prudential Nifty Auto Index Fund - Growth
44954,150646,ICICI Prudential Nifty Auto Index Fund - IDCW
44955,150647,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - Growth
44956,150648,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - IDCW Payout
44957,150649,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - Growth
44958,150650,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - IDCW Payout
44959,150651,HDFC FMP 1359D September - Growth Option
44960,150652,HDFC FMP 1359D September - IDCW Option
44961,150653,HDFC FMP 1359D September - IDCW Option - Direct Plan
44962,150654,HDFC FMP 1359D September - Quarterly IDCW Option - Direct Plan
44963,150655,HDFC FMP 1359D September - Growth Option - Direct Plan
44964,150656,HDFC FMP 1359D September - Quarterly IDCW Option
44965,150657,HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option
44966,150658,HDFC NIFTY100 Low Volatility 30 ETF - Growth Option
44967,150659,LIC MF Multi Cap Fund-Direct Growth
44968,150660,LIC MF Multi Cap Fund-Direct IDCW
44969,150661,LIC MF Multi Cap Fund-Regular Growth
44970,150662,LIC MF Multi Cap Fund-Regular IDCW
44971,150663,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth
44972,150664,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW
44973,150665,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth
44974,150665,Adity Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth
44975,150666,Aditya Birla Sun Life Fixed Term Plan - Series TX (91 days) - Direct Plan - Growth Option
44976,150667,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW
44977,150668,Aditya Birla Sun Life Fixed Term Plan - Series TX (91 days) - Direct Plan - Payout of IDCW Option
44978,150669,Aditya Birla Sun Life Fixed Term Plan - Series TX (91 days) - Regular Plan - Growth Option
44979,150670,Aditya Birla Sun Life Fixed Term Plan - Series TX (91 days) - Regular Plan - Payout of IDCW Option
44980,150671,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth
44981,150672,SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth
44982,150673,SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth
44983,150674,SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44984,150675,SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44985,150676,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth
44986,150677,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth
44987,150678,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44988,150679,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44989,150680,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44990,150681,SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth
44991,150682,SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
44992,150683,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth
44993,150684,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth
44994,150685,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth
44995,150686,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW
44996,150687,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW
44997,150688,Aditya Birla Sun Life Multi - Index Fund of Funds-Direct Growth
44998,150689,Aditya Birla Sun Life Multi- Index Fund Of Fund-Direct IDCW
44999,150690,Aditya Birla Sun Life Multi-Index Fund Of Fund-Regular Growth
45000,150691,Aditya Birla Sun Life Multi- Index Fund Of Fund-Regular IDCW
45001,150692,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH
45002,150693,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT
45003,150694,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH
45004,150695,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT
45005,150696,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT
45006,150697,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT
45007,150698,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth
45008,150699,Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW
45009,150700,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW
45010,150701,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth
45011,150702,Aditya Birl Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth
45012,150702,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth
45013,150703,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth
45014,150704,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW
45015,150705,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW
45016,150706,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth
45017,150707,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth
45018,150708,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
45019,150709,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
45020,150710,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
45021,150711,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth
45022,150712,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth
45023,150713,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
45024,150714,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option
45025,150715,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton
45026,150716,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN
45027,150716,IDFC TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN
45028,150717,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN
45029,150717,IDFC TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN
45030,150718,BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN
45031,150718,IDFC TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN
45032,150719,IDFC TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN
45033,150719,BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN
45034,150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth
45035,150721,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option
45036,150722,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option
45037,150723,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth
45038,150724,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW
45039,150725,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth
45040,150726,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW
45041,150727,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth
45042,150728,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth
45043,150729,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth
45044,150730,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW
45045,150731,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW
