date,nav
28-11-2019,10.21700
27-11-2019,10.21330
26-11-2019,10.20960
25-11-2019,10.20790
22-11-2019,10.20060
21-11-2019,10.19900
20-11-2019,10.19690
19-11-2019,10.19440
18-11-2019,10.19310
15-11-2019,10.18640
14-11-2019,10.18150
13-11-2019,10.17770
11-11-2019,10.17170
08-11-2019,10.16740
07-11-2019,10.16450
06-11-2019,10.16150
05-11-2019,10.16180
04-11-2019,10.16220
01-11-2019,10.15640
31-10-2019,10.15230
30-10-2019,10.14310
29-10-2019,10.13530
25-10-2019,10.12770
24-10-2019,10.12710
23-10-2019,10.12360
22-10-2019,10.11890
18-10-2019,10.11050
17-10-2019,10.10800
16-10-2019,10.10640
15-10-2019,10.10180
14-10-2019,10.09870
11-10-2019,10.09380
10-10-2019,10.08830
09-10-2019,10.08480
07-10-2019,10.07800
04-10-2019,10.06980
03-10-2019,10.06960
01-10-2019,10.05690
30-09-2019,10.04910
27-09-2019,10.04090
26-09-2019,10.03900
25-09-2019,10.03610
24-09-2019,10.26660
23-09-2019,10.26580
20-09-2019,10.26120
19-09-2019,10.27310
18-09-2019,10.27030
17-09-2019,10.26450
16-09-2019,10.26410
13-09-2019,10.26270
12-09-2019,10.25990
11-09-2019,10.25790
09-09-2019,10.25630
06-09-2019,10.24590
05-09-2019,10.24280
04-09-2019,10.24230
03-09-2019,10.23860
30-08-2019,10.22620
29-08-2019,10.22330
28-08-2019,10.22080
27-08-2019,10.21740
26-08-2019,10.21340
23-08-2019,10.20420
22-08-2019,10.19830
21-08-2019,10.19270
20-08-2019,10.18540
19-08-2019,10.18110
16-08-2019,10.17580
14-08-2019,10.16680
13-08-2019,10.17140
09-08-2019,10.16560
08-08-2019,10.16850
07-08-2019,10.15210
06-08-2019,10.14450
05-08-2019,10.14040
02-08-2019,10.13940
01-08-2019,10.12860
31-07-2019,10.12420
30-07-2019,10.11630
29-07-2019,10.11070
26-07-2019,10.09980
25-07-2019,10.09780
24-07-2019,10.10170
23-07-2019,10.09900
22-07-2019,10.09710
19-07-2019,10.09570
18-07-2019,10.09270
17-07-2019,10.09070
16-07-2019,10.08900
15-07-2019,10.07970
12-07-2019,10.06630
11-07-2019,10.06550
10-07-2019,10.06150
09-07-2019,10.05530
08-07-2019,10.05210
05-07-2019,10.03970
04-07-2019,10.02760
03-07-2019,10.02080
02-07-2019,10.01460
01-07-2019,10.01140
28-06-2019,10.00640
27-06-2019,10.00460
26-06-2019,10.00420
25-06-2019,10.00940
24-06-2019,10.00990
21-06-2019,10.00300
20-06-2019,10.00470
19-06-2019,10.24500
18-06-2019,10.24600
17-06-2019,10.23530
14-06-2019,10.22940
13-06-2019,10.22330
12-06-2019,10.21960
11-06-2019,10.21520
10-06-2019,10.21660
07-06-2019,10.21700
06-06-2019,10.22450
04-06-2019,10.20940
03-06-2019,10.21100
31-05-2019,10.20260
30-05-2019,10.19110
29-05-2019,10.19270
28-05-2019,10.18970
27-05-2019,10.18350
24-05-2019,10.16370
23-05-2019,10.15560
22-05-2019,10.14530
21-05-2019,10.14140
20-05-2019,10.13890
17-05-2019,10.12230
16-05-2019,10.11440
15-05-2019,10.11320
14-05-2019,10.10970
13-05-2019,10.10000
10-05-2019,10.09210
09-05-2019,10.09130
08-05-2019,10.08700
07-05-2019,10.08340
06-05-2019,10.08040
03-05-2019,10.07360
02-05-2019,10.07690
30-04-2019,10.07480
26-04-2019,10.06590
25-04-2019,10.06520
24-04-2019,10.07040
23-04-2019,10.07010
22-04-2019,10.07420
18-04-2019,10.07580
16-04-2019,10.07290
15-04-2019,10.07190
12-04-2019,10.06720
11-04-2019,10.06670
10-04-2019,10.06650
09-04-2019,10.06310
08-04-2019,10.06190
05-04-2019,10.06370
04-04-2019,10.06950
03-04-2019,10.07880
02-04-2019,10.08000
29-03-2019,10.04750
28-03-2019,10.03340
27-03-2019,10.02400
26-03-2019,10.01570
25-03-2019,10.01530
22-03-2019,10.00550
20-03-2019,9.99980
19-03-2019,9.99890
18-03-2019,10.27800
15-03-2019,10.26500
14-03-2019,10.26290
13-03-2019,10.24070
12-03-2019,10.24080
11-03-2019,10.23360
08-03-2019,10.22200
07-03-2019,10.21620
06-03-2019,10.21480
05-03-2019,10.20820
01-03-2019,10.19250
28-02-2019,10.18740
27-02-2019,10.18160
26-02-2019,10.18840
25-02-2019,10.19030
22-02-2019,10.18320
21-02-2019,10.18180
20-02-2019,10.18130
18-02-2019,10.17290
15-02-2019,10.17960
14-02-2019,10.18090
13-02-2019,10.17930
12-02-2019,10.15390
11-02-2019,10.15310
08-02-2019,10.14530
07-02-2019,10.13530
06-02-2019,10.10790
05-02-2019,10.10450
04-02-2019,10.10380
01-02-2019,10.10040
31-01-2019,10.11360
30-01-2019,10.11070
29-01-2019,10.11170
28-01-2019,10.11050
25-01-2019,10.10370
24-01-2019,10.10420
23-01-2019,10.10050
22-01-2019,10.09630
21-01-2019,10.08930
18-01-2019,10.08590
17-01-2019,10.08570
16-01-2019,10.08310
15-01-2019,10.08620
14-01-2019,10.08460
11-01-2019,10.07380
10-01-2019,10.06600
09-01-2019,10.06390
08-01-2019,10.05750
07-01-2019,10.04890
04-01-2019,10.04100
03-01-2019,10.03830
02-01-2019,10.03730
01-01-2019,10.03120
31-12-2018,10.03220
28-12-2018,10.02480
27-12-2018,10.02840
26-12-2018,10.02420
24-12-2018,10.01310
21-12-2018,10.00630
20-12-2018,10.00440
19-12-2018,10.27830
18-12-2018,10.25680
17-12-2018,10.25160
14-12-2018,10.24090
13-12-2018,10.23930
12-12-2018,10.24200
11-12-2018,10.22850
10-12-2018,10.22890
07-12-2018,10.23990
06-12-2018,10.24170
05-12-2018,10.23480
04-12-2018,10.22080
03-12-2018,10.21720
30-11-2018,10.21170
29-11-2018,10.20520
28-11-2018,10.19190
27-11-2018,10.18260
26-11-2018,10.18530
22-11-2018,10.17480
20-11-2018,10.16270
19-11-2018,10.15800
16-11-2018,10.15010
15-11-2018,10.14830
14-11-2018,10.14480
13-11-2018,10.13350
12-11-2018,10.12390
09-11-2018,10.11990
06-11-2018,10.11140
05-11-2018,10.10800
02-11-2018,10.09950
01-11-2018,10.08930
31-10-2018,10.08630
30-10-2018,10.08940
29-10-2018,10.08630
26-10-2018,10.07930
25-10-2018,10.07810
24-10-2018,10.07710
23-10-2018,10.07690
22-10-2018,10.07460
19-10-2018,10.06910
17-10-2018,10.06790
16-10-2018,10.06200
15-10-2018,10.05350
12-10-2018,10.04020
11-10-2018,10.03700
10-10-2018,10.02480
09-10-2018,10.01680
08-10-2018,10.02350
05-10-2018,10.01580
04-10-2018,9.99640
03-10-2018,10.00780
01-10-2018,10.01410
28-09-2018,10.00000
27-09-2018,9.98600
26-09-2018,9.96960
25-09-2018,9.96240
24-09-2018,9.98490
21-09-2018,9.99930
19-09-2018,10.00300
18-09-2018,10.17930
17-09-2018,10.17560
14-09-2018,10.18050
12-09-2018,10.16880
11-09-2018,10.17530
10-09-2018,10.17730
07-09-2018,10.19510
06-09-2018,10.19020
05-09-2018,10.18650
04-09-2018,10.19660
03-09-2018,10.20490
31-08-2018,10.20070
30-08-2018,10.20510
29-08-2018,10.21120
28-08-2018,10.20630
27-08-2018,10.20670
24-08-2018,10.20220
23-08-2018,10.20430
21-08-2018,10.19920
20-08-2018,10.19430
16-08-2018,10.18370
14-08-2018,10.18570
13-08-2018,10.18380
10-08-2018,10.18250
09-08-2018,10.18030
08-08-2018,10.17550
07-08-2018,10.17230
06-08-2018,10.17350
03-08-2018,10.16430
02-08-2018,10.16520
01-08-2018,10.16180
31-07-2018,10.15210
30-07-2018,10.14840
27-07-2018,10.14110
26-07-2018,10.13870
25-07-2018,10.13550
24-07-2018,10.13230
23-07-2018,10.13090
20-07-2018,10.12690
19-07-2018,10.12240
18-07-2018,10.11990
17-07-2018,10.12330
16-07-2018,10.11430
13-07-2018,10.11040
12-07-2018,10.10120
11-07-2018,10.08970
10-07-2018,10.08680
09-07-2018,10.08420
06-07-2018,10.07580
05-07-2018,10.07460
04-07-2018,10.07320
03-07-2018,10.06170
02-07-2018,10.05760
29-06-2018,10.04900
28-06-2018,10.04760
27-06-2018,10.05240
26-06-2018,10.05690
25-06-2018,10.05010
22-06-2018,10.04600
21-06-2018,10.04350
20-06-2018,10.03180
19-06-2018,10.02550
18-06-2018,10.01880
15-06-2018,10.00970
14-06-2018,10.00070
13-06-2018,9.99400
12-06-2018,9.98320
11-06-2018,9.97990
08-06-2018,9.97320
07-06-2018,9.97040
06-06-2018,9.97590
05-06-2018,9.99100
04-06-2018,9.98450
01-06-2018,9.98080
31-05-2018,9.98360
30-05-2018,9.99920
29-05-2018,9.99380
28-05-2018,9.99040
25-05-2018,9.97960
24-05-2018,9.96790
23-05-2018,9.96770
22-05-2018,9.96980
21-05-2018,9.97040
18-05-2018,9.97360
17-05-2018,9.96000
16-05-2018,9.97470
15-05-2018,9.99230
14-05-2018,10.00660
11-05-2018,10.01010
10-05-2018,10.01210
09-05-2018,10.01600
08-05-2018,10.02590
07-05-2018,10.02290
04-05-2018,10.01110
03-05-2018,10.01010
02-05-2018,10.00700
27-04-2018,9.99720
26-04-2018,9.99750
25-04-2018,10.01480
24-04-2018,10.03120
23-04-2018,10.03670
20-04-2018,10.03830
19-04-2018,10.05780
18-04-2018,10.07520
17-04-2018,10.08980
16-04-2018,10.08660
13-04-2018,10.08290
12-04-2018,10.07790
11-04-2018,10.07450
10-04-2018,10.08840
09-04-2018,10.10360
06-04-2018,10.10210
05-04-2018,10.09790
04-04-2018,10.08130
03-04-2018,10.07990
28-03-2018,10.05850
27-03-2018,10.04820
26-03-2018,10.01880
23-03-2018,10.02120
22-03-2018,10.01960
21-03-2018,10.01230
20-03-2018,10.01210
19-03-2018,10.01250
16-03-2018,10.01080
15-03-2018,10.09320
14-03-2018,10.08320
13-03-2018,10.08190
12-03-2018,10.07570
09-03-2018,10.05930
08-03-2018,10.05800
07-03-2018,10.04560
06-03-2018,10.02850
05-03-2018,10.02410
01-03-2018,10.01660
28-02-2018,10.01720
27-02-2018,10.02050
26-02-2018,10.02190
23-02-2018,10.01230
22-02-2018,10.00420
21-02-2018,10.01590
20-02-2018,10.01480
16-02-2018,10.01730
15-02-2018,10.01550
14-02-2018,10.02280
12-02-2018,10.01900
09-02-2018,10.01460
08-02-2018,10.01530
07-02-2018,10.00880
06-02-2018,9.99900
05-02-2018,9.99240
02-02-2018,9.99060
