date,nav
17-07-2020,12.27600
16-07-2020,12.27440
15-07-2020,12.27320
14-07-2020,12.27060
13-07-2020,12.26830
10-07-2020,12.26300
09-07-2020,12.25720
08-07-2020,12.25300
07-07-2020,12.24950
06-07-2020,12.24570
03-07-2020,12.23710
02-07-2020,12.22790
01-07-2020,12.22300
30-06-2020,12.21980
29-06-2020,12.21820
26-06-2020,12.21590
25-06-2020,12.20510
24-06-2020,12.20250
23-06-2020,12.19880
22-06-2020,12.19240
19-06-2020,12.18930
18-06-2020,12.18630
17-06-2020,12.17590
16-06-2020,12.17380
15-06-2020,12.16690
12-06-2020,12.15980
11-06-2020,12.15730
10-06-2020,12.14360
09-06-2020,12.14200
08-06-2020,12.13980
05-06-2020,12.13480
04-06-2020,12.13260
03-06-2020,12.13350
02-06-2020,12.13100
01-06-2020,12.12900
29-05-2020,12.12540
28-05-2020,12.13300
27-05-2020,12.12300
26-05-2020,12.11760
22-05-2020,12.10870
21-05-2020,12.08930
20-05-2020,12.08200
19-05-2020,12.07380
18-05-2020,12.06740
15-05-2020,12.04830
14-05-2020,12.04020
13-05-2020,12.03480
12-05-2020,12.03300
11-05-2020,12.01970
08-05-2020,12.01600
06-05-2020,12.00820
05-05-2020,12.00290
04-05-2020,11.99540
30-04-2020,11.98620
29-04-2020,11.98240
28-04-2020,11.97210
27-04-2020,11.97890
24-04-2020,11.98420
23-04-2020,11.99540
22-04-2020,11.97780
21-04-2020,11.97230
20-04-2020,11.96040
17-04-2020,11.94050
16-04-2020,11.91660
15-04-2020,11.90500
13-04-2020,11.89890
09-04-2020,11.89120
08-04-2020,11.89680
07-04-2020,11.90480
03-04-2020,11.89680
31-03-2020,11.88830
30-03-2020,11.88130
27-03-2020,11.86720
26-03-2020,11.75020
24-03-2020,11.72970
23-03-2020,11.74150
20-03-2020,11.76350
19-03-2020,11.75380
18-03-2020,11.80500
17-03-2020,11.82790
16-03-2020,11.84180
13-03-2020,11.83860
12-03-2020,11.85320
11-03-2020,11.86510
09-03-2020,11.87090
06-03-2020,11.86560
05-03-2020,11.86470
04-03-2020,11.86100
03-03-2020,11.84820
02-03-2020,11.84570
28-02-2020,11.84030
27-02-2020,11.84440
26-02-2020,11.84270
25-02-2020,11.83670
24-02-2020,11.83460
20-02-2020,11.82590
18-02-2020,11.82350
17-02-2020,11.82220
14-02-2020,11.81680
13-02-2020,11.81600
12-02-2020,11.81220
11-02-2020,11.81190
10-02-2020,11.80800
07-02-2020,11.79860
06-02-2020,11.79220
05-02-2020,11.77160
04-02-2020,11.76670
03-02-2020,11.76510
31-01-2020,11.75620
30-01-2020,11.75350
29-01-2020,11.75130
28-01-2020,11.74830
27-01-2020,11.74590
24-01-2020,11.73640
23-01-2020,11.72850
22-01-2020,11.72480
21-01-2020,11.72070
20-01-2020,11.71810
17-01-2020,11.71160
16-01-2020,11.70970
15-01-2020,11.70750
14-01-2020,11.70480
13-01-2020,11.70580
10-01-2020,11.69920
09-01-2020,11.69860
08-01-2020,11.69550
07-01-2020,11.69030
06-01-2020,11.68830
03-01-2020,11.68390
02-01-2020,11.67740
01-01-2020,11.67490
31-12-2019,11.66870
30-12-2019,11.66720
27-12-2019,11.66210
26-12-2019,11.65980
24-12-2019,11.65630
23-12-2019,11.65560
20-12-2019,11.64990
19-12-2019,11.64520
18-12-2019,11.63990
17-12-2019,11.63380
16-12-2019,11.62950
13-12-2019,11.62190
12-12-2019,11.62110
11-12-2019,11.61690
10-12-2019,11.61760
09-12-2019,11.61530
06-12-2019,11.61610
05-12-2019,11.62170
04-12-2019,11.63370
03-12-2019,11.62980
02-12-2019,11.62590
29-11-2019,11.61880
28-11-2019,11.61590
27-11-2019,11.61180
26-11-2019,11.60750
25-11-2019,11.60560
22-11-2019,11.59730
21-11-2019,11.59550
20-11-2019,11.59320
19-11-2019,11.59040
18-11-2019,11.58880
15-11-2019,11.58130
14-11-2019,11.57570
13-11-2019,11.57140
11-11-2019,11.56470
08-11-2019,11.55970
07-11-2019,11.55650
06-11-2019,11.55300
05-11-2019,11.55340
04-11-2019,11.55390
01-11-2019,11.54730
31-10-2019,11.54270
30-10-2019,11.53220
29-10-2019,11.52340
25-10-2019,11.51480
24-10-2019,11.51410
23-10-2019,11.51010
22-10-2019,11.50490
18-10-2019,11.49530
17-10-2019,11.49250
16-10-2019,11.49070
15-10-2019,11.48550
14-10-2019,11.48200
11-10-2019,11.47640
10-10-2019,11.47020
09-10-2019,11.46630
07-10-2019,11.45860
04-10-2019,11.44930
03-10-2019,11.44910
01-10-2019,11.43460
30-09-2019,11.42590
27-09-2019,11.41650
26-09-2019,11.41440
25-09-2019,11.41110
24-09-2019,11.40990
23-09-2019,11.40900
20-09-2019,11.40400
19-09-2019,11.41720
18-09-2019,11.41410
17-09-2019,11.40770
16-09-2019,11.40720
13-09-2019,11.40570
12-09-2019,11.40260
11-09-2019,11.40040
09-09-2019,11.39860
06-09-2019,11.38710
05-09-2019,11.38360
04-09-2019,11.38300
03-09-2019,11.37900
30-08-2019,11.36530
29-08-2019,11.36210
28-08-2019,11.35920
27-08-2019,11.35550
26-08-2019,11.35110
23-08-2019,11.34080
22-08-2019,11.33440
21-08-2019,11.32810
20-08-2019,11.32000
19-08-2019,11.31520
16-08-2019,11.30950
14-08-2019,11.29940
13-08-2019,11.30450
09-08-2019,11.29810
08-08-2019,11.30140
07-08-2019,11.28310
06-08-2019,11.27470
05-08-2019,11.27010
02-08-2019,11.26900
01-08-2019,11.25710
31-07-2019,11.25220
30-07-2019,11.24350
29-07-2019,11.23730
26-07-2019,11.22520
25-07-2019,11.22300
24-07-2019,11.22740
23-07-2019,11.22440
22-07-2019,11.22230
19-07-2019,11.22070
18-07-2019,11.21750
17-07-2019,11.21530
16-07-2019,11.21340
15-07-2019,11.20310
12-07-2019,11.18820
11-07-2019,11.18740
10-07-2019,11.18290
09-07-2019,11.17600
08-07-2019,11.17250
05-07-2019,11.15880
04-07-2019,11.14530
03-07-2019,11.13780
02-07-2019,11.13100
01-07-2019,11.12750
28-06-2019,11.12190
27-06-2019,11.12000
26-06-2019,11.11950
25-06-2019,11.12530
24-06-2019,11.12590
21-06-2019,11.11820
20-06-2019,11.12010
19-06-2019,11.11500
18-06-2019,11.11620
17-06-2019,11.10460
14-06-2019,11.09830
13-06-2019,11.09170
12-06-2019,11.08770
11-06-2019,11.08290
10-06-2019,11.08460
07-06-2019,11.08500
06-06-2019,11.09320
04-06-2019,11.07670
03-06-2019,11.07850
31-05-2019,11.06950
30-05-2019,11.05700
29-05-2019,11.05880
28-05-2019,11.05560
27-05-2019,11.04900
24-05-2019,11.02750
23-05-2019,11.01880
22-05-2019,11.00750
21-05-2019,11.00340
20-05-2019,11.00070
17-05-2019,10.98270
16-05-2019,10.97410
15-05-2019,10.97290
14-05-2019,10.96910
13-05-2019,10.95860
10-05-2019,10.95000
09-05-2019,10.94920
08-05-2019,10.94450
07-05-2019,10.94060
06-05-2019,10.93750
03-05-2019,10.93000
02-05-2019,10.93360
30-04-2019,10.93130
26-04-2019,10.92170
25-04-2019,10.92100
24-04-2019,10.92670
23-04-2019,10.92630
22-04-2019,10.93080
18-04-2019,10.93250
16-04-2019,10.92940
15-04-2019,10.92830
12-04-2019,10.92320
11-04-2019,10.92270
10-04-2019,10.92240
09-04-2019,10.91890
08-04-2019,10.91750
05-04-2019,10.91950
04-04-2019,10.92580
03-04-2019,10.93580
02-04-2019,10.93720
29-03-2019,10.90200
28-03-2019,10.88670
27-03-2019,10.87660
26-03-2019,10.86750
25-03-2019,10.86720
22-03-2019,10.85650
20-03-2019,10.85040
19-03-2019,10.84940
18-03-2019,10.85060
15-03-2019,10.83690
14-03-2019,10.83480
13-03-2019,10.81120
12-03-2019,10.81150
11-03-2019,10.80390
08-03-2019,10.79160
07-03-2019,10.78540
06-03-2019,10.78400
05-03-2019,10.77710
01-03-2019,10.76050
28-02-2019,10.75520
27-02-2019,10.74900
26-02-2019,10.75620
25-02-2019,10.75830
22-02-2019,10.75070
21-02-2019,10.74930
20-02-2019,10.74880
18-02-2019,10.73990
15-02-2019,10.74710
14-02-2019,10.74850
13-02-2019,10.74680
12-02-2019,10.72000
11-02-2019,10.71910
08-02-2019,10.71100
07-02-2019,10.70040
06-02-2019,10.67150
05-02-2019,10.66790
04-02-2019,10.66720
01-02-2019,10.66360
31-01-2019,10.67770
30-01-2019,10.67460
29-01-2019,10.67560
28-01-2019,10.67440
25-01-2019,10.66720
24-01-2019,10.66770
23-01-2019,10.66380
22-01-2019,10.65940
21-01-2019,10.65200
18-01-2019,10.64840
17-01-2019,10.64820
16-01-2019,10.64540
15-01-2019,10.64870
14-01-2019,10.64700
11-01-2019,10.63570
10-01-2019,10.62740
09-01-2019,10.62530
08-01-2019,10.61860
07-01-2019,10.60940
04-01-2019,10.60110
03-01-2019,10.59820
02-01-2019,10.59720
01-01-2019,10.59080
31-12-2018,10.59190
28-12-2018,10.58410
27-12-2018,10.58790
26-12-2018,10.58350
24-12-2018,10.57170
21-12-2018,10.56460
20-12-2018,10.56260
19-12-2018,10.55810
18-12-2018,10.53600
17-12-2018,10.53070
14-12-2018,10.51960
13-12-2018,10.51800
12-12-2018,10.52080
11-12-2018,10.50690
10-12-2018,10.50730
07-12-2018,10.51870
06-12-2018,10.52050
05-12-2018,10.51330
04-12-2018,10.49900
03-12-2018,10.49520
30-11-2018,10.48960
29-11-2018,10.48290
28-11-2018,10.46930
27-11-2018,10.45970
26-11-2018,10.46240
22-11-2018,10.45170
20-11-2018,10.43920
19-11-2018,10.43450
16-11-2018,10.42630
15-11-2018,10.42450
14-11-2018,10.42080
13-11-2018,10.40920
12-11-2018,10.39940
09-11-2018,10.39530
06-11-2018,10.38660
05-11-2018,10.38310
02-11-2018,10.37440
01-11-2018,10.36390
31-10-2018,10.36080
30-10-2018,10.36410
29-10-2018,10.36090
26-10-2018,10.35360
25-10-2018,10.35240
24-10-2018,10.35140
23-10-2018,10.35120
22-10-2018,10.34880
19-10-2018,10.34320
17-10-2018,10.34200
16-10-2018,10.33590
15-10-2018,10.32720
12-10-2018,10.31350
11-10-2018,10.31030
10-10-2018,10.29760
09-10-2018,10.28940
08-10-2018,10.29640
05-10-2018,10.28840
04-10-2018,10.26850
03-10-2018,10.28020
01-10-2018,10.28660
28-09-2018,10.27220
27-09-2018,10.25780
26-09-2018,10.24100
25-09-2018,10.23360
24-09-2018,10.25670
21-09-2018,10.27160
19-09-2018,10.27530
18-09-2018,10.27230
17-09-2018,10.26860
14-09-2018,10.27350
12-09-2018,10.26170
11-09-2018,10.26830
10-09-2018,10.27030
07-09-2018,10.28820
06-09-2018,10.28330
05-09-2018,10.27960
04-09-2018,10.28980
03-09-2018,10.29820
31-08-2018,10.29400
30-08-2018,10.29840
29-08-2018,10.30450
28-08-2018,10.29970
27-08-2018,10.30010
24-08-2018,10.29550
23-08-2018,10.29760
21-08-2018,10.29250
20-08-2018,10.28760
16-08-2018,10.27690
14-08-2018,10.27890
13-08-2018,10.27700
10-08-2018,10.27570
09-08-2018,10.27350
08-08-2018,10.26870
07-08-2018,10.26550
06-08-2018,10.26670
03-08-2018,10.25740
02-08-2018,10.25830
01-08-2018,10.25490
31-07-2018,10.24520
30-07-2018,10.24140
27-07-2018,10.23410
26-07-2018,10.23170
25-07-2018,10.22850
24-07-2018,10.22530
23-07-2018,10.22390
20-07-2018,10.21980
19-07-2018,10.21530
18-07-2018,10.21280
17-07-2018,10.21630
16-07-2018,10.20720
13-07-2018,10.20330
12-07-2018,10.19400
11-07-2018,10.18240
10-07-2018,10.17950
09-07-2018,10.17700
06-07-2018,10.16850
05-07-2018,10.16730
04-07-2018,10.16590
03-07-2018,10.15430
02-07-2018,10.15020
29-06-2018,10.14160
28-06-2018,10.14020
27-06-2018,10.14500
26-06-2018,10.14960
25-06-2018,10.14270
22-06-2018,10.13860
21-06-2018,10.13610
20-06-2018,10.12420
19-06-2018,10.11800
18-06-2018,10.11120
15-06-2018,10.10200
14-06-2018,10.09300
13-06-2018,10.08620
12-06-2018,10.07530
11-06-2018,10.07190
08-06-2018,10.06520
07-06-2018,10.06240
06-06-2018,10.06800
05-06-2018,10.08320
04-06-2018,10.07670
01-06-2018,10.07300
31-05-2018,10.07580
30-05-2018,10.09150
29-05-2018,10.08610
28-05-2018,10.08270
25-05-2018,10.07180
24-05-2018,10.06000
23-05-2018,10.05980
22-05-2018,10.06190
21-05-2018,10.06250
18-05-2018,10.06570
17-05-2018,10.05210
16-05-2018,10.06690
15-05-2018,10.08470
14-05-2018,10.09910
11-05-2018,10.10260
10-05-2018,10.10460
09-05-2018,10.10860
08-05-2018,10.11860
07-05-2018,10.11550
04-05-2018,10.10370
03-05-2018,10.10270
02-05-2018,10.09960
27-04-2018,10.08970
26-04-2018,10.09000
25-04-2018,10.10740
24-04-2018,10.12400
23-04-2018,10.12960
20-04-2018,10.13120
19-04-2018,10.15080
18-04-2018,10.16850
17-04-2018,10.18320
16-04-2018,10.18000
13-04-2018,10.17620
12-04-2018,10.17120
11-04-2018,10.16780
10-04-2018,10.18190
09-04-2018,10.19720
06-04-2018,10.19570
05-04-2018,10.19150
04-04-2018,10.17470
03-04-2018,10.17340
28-03-2018,10.15180
27-03-2018,10.14140
26-03-2018,10.11180
23-03-2018,10.11420
22-03-2018,10.11260
21-03-2018,10.10530
20-03-2018,10.10510
19-03-2018,10.10560
16-03-2018,10.10380
15-03-2018,10.09300
14-03-2018,10.08300
13-03-2018,10.08180
12-03-2018,10.07550
09-03-2018,10.05910
08-03-2018,10.05780
07-03-2018,10.04540
06-03-2018,10.02830
05-03-2018,10.02390
01-03-2018,10.01650
28-02-2018,10.01710
27-02-2018,10.02040
26-02-2018,10.02170
23-02-2018,10.01220
22-02-2018,10.00410
21-02-2018,10.01580
20-02-2018,10.01480
16-02-2018,10.01720
15-02-2018,10.01550
14-02-2018,10.02280
12-02-2018,10.01900
09-02-2018,10.01450
08-02-2018,10.01530
07-02-2018,10.00880
06-02-2018,9.99900
05-02-2018,9.99240
02-02-2018,9.99070
